情绪标签,时间,性别,评论
中立,2024-05-05 12:21:21 北京时间,男,但是我只有51放一天[doge]
正面,2024-05-10 14:44:23 北京时间,保密,不要说反话兄弟，我们要爱国！坚定不移支持国家！我们出生率低，其实是一个很好的事情！全球数据表明，发达国家生育率普遍较低，我们国家在生育率方面赶超英美日，说明我们国家和社会已经达到了发达国家水平，这是值得全民欢庆的事情捏，别说五一小长假，就算天天上班365也要记得爱国哦！
正面,2024-04-18 08:23:27 北京时间,保密,辅导作业时千万要带上降压药
中立,2024-04-18 09:03:04 北京时间,保密,回复 @离别只今年 :[笑哭]还在读中班，带着玩玩具，到了小学估计一堆破事了
中立,2024-04-18 11:17:24 北京时间,男,最主要现在k12给砍了，到时候补课基本都是一对一或小班，这才是育儿开销大头。[微笑]
正面,2024-04-23 10:46:31 北京时间,保密,将来安排补习班什么的也很累人，一些任务就是来折磨家长的
正面,2024-04-18 08:23:27 北京时间,保密,辅导作业时千万要带上降压药
中立,2024-04-18 09:03:04 北京时间,保密,回复 @离别只今年 :[笑哭]还在读中班，带着玩玩具，到了小学估计一堆破事了
中立,2024-04-18 11:17:24 北京时间,男,最主要现在k12给砍了，到时候补课基本都是一对一或小班，这才是育儿开销大头。[微笑]
正面,2024-04-23 10:46:31 北京时间,保密,将来安排补习班什么的也很累人，一些任务就是来折磨家长的
正面,2024-04-20 06:55:30 北京时间,保密,"生育率前十的都是穷国， 1.尼日尔。尼日尔位于非洲中西部，是撒哈拉沙漠南缘的内陆国，生育率高达6.82%。,,2.索马里。索马里位于非洲东部，人口出生率为5.98。,,3.安哥拉。安哥拉位于非洲西南部，人口出生率非常高，为6.16%。,,4.马里。马里是一个西非的内陆国，人口出生率高达6.01%。,,5.布隆迪。布隆迪位于中非，人口出生率高达5.99%。,,6.乌干达。乌干达位于非洲的东部，人口出生率高达5.71%。,,7.刚果民主共和国。刚果民主共和国位于非洲中部，生育率为6.1。,,8.中非共和国。中非共和国位于非洲中部，生育率为5.8。,,9.乍得。乍得位于非洲中部，生育率为6.1。"
负面,2024-04-23 05:38:58 北京时间,保密,回复 @ee0943 : 生育成本算了没？生出来不管他是可以生啊 但这可能吗？钱自己都养不活 怎么去给孩子最起码得保障？给不了保障生出来跟我一样？
负面,2024-04-24 02:38:49 北京时间,男,回复 @李粑鼻 : 这是你的在的时代环境给你经历产生的观点，有一些地方一穷二白，你觉得他们有避孕的手段吗？很多这些地方这种行为都出于本能，你在一个相对文明的环境，你评价这些战乱朝不保夕的地方，可能孩子的出生真的是意外。
负面,2024-04-26 12:50:46 北京时间,男,回复 @迷麒 :下三路终结者
中立,2024-05-06 10:19:20 北京时间,男,回复 @迷麒 : 你太小看劳动人民的智慧了，照你这么说，就算是十中一，那古代夫妇一辈子就做个几十次呗[笑哭]，这恐怕不符合事实吧
正面,2024-04-20 06:55:30 北京时间,保密,"生育率前十的都是穷国， 1.尼日尔。尼日尔位于非洲中西部，是撒哈拉沙漠南缘的内陆国，生育率高达6.82%。,,2.索马里。索马里位于非洲东部，人口出生率为5.98。,,3.安哥拉。安哥拉位于非洲西南部，人口出生率非常高，为6.16%。,,4.马里。马里是一个西非的内陆国，人口出生率高达6.01%。,,5.布隆迪。布隆迪位于中非，人口出生率高达5.99%。,,6.乌干达。乌干达位于非洲的东部，人口出生率高达5.71%。,,7.刚果民主共和国。刚果民主共和国位于非洲中部，生育率为6.1。,,8.中非共和国。中非共和国位于非洲中部，生育率为5.8。,,9.乍得。乍得位于非洲中部，生育率为6.1。"
负面,2024-04-23 05:38:58 北京时间,保密,回复 @ee0943 : 生育成本算了没？生出来不管他是可以生啊 但这可能吗？钱自己都养不活 怎么去给孩子最起码得保障？给不了保障生出来跟我一样？
负面,2024-04-24 02:38:49 北京时间,男,回复 @李粑鼻 : 这是你的在的时代环境给你经历产生的观点，有一些地方一穷二白，你觉得他们有避孕的手段吗？很多这些地方这种行为都出于本能，你在一个相对文明的环境，你评价这些战乱朝不保夕的地方，可能孩子的出生真的是意外。
负面,2024-04-26 12:50:46 北京时间,男,回复 @迷麒 :下三路终结者
中立,2024-05-06 10:19:20 北京时间,男,回复 @迷麒 : 你太小看劳动人民的智慧了，照你这么说，就算是十中一，那古代夫妇一辈子就做个几十次呗[笑哭]，这恐怕不符合事实吧
中立,2024-04-19 16:22:07 北京时间,保密,"以前网络不发达都是说骗子驻马店[嫌弃],现在网络环境好了一点才知道河南是产粮大省（有硬指标,活着都他么的容易[辣眼睛]"
正面,2024-04-20 07:00:59 北京时间,保密,"生育率前十的都是穷国， 1.尼日尔。尼日尔位于非洲中西部，是撒哈拉沙漠南缘的内陆国，生育率高达6.82%。,,2.索马里。索马里位于非洲东部，人口出生率为5.98。,,3.安哥拉。安哥拉位于非洲西南部，人口出生率非常高，为6.16%。,,4.马里。马里是一个西非的内陆国，人口出生率高达6.01%。,,5.布隆迪。布隆迪位于中非，人口出生率高达5.99%。,,6.乌干达。乌干达位于非洲的东部，人口出生率高达5.71%。,,7.刚果民主共和国。刚果民主共和国位于非洲中部，生育率为6.1。,,8.中非共和国。中非共和国位于非洲中部，生育率为5.8。,,9.乍得。乍得位于非洲中部，生育率为6.1。"
正面,2024-04-21 14:14:46 北京时间,保密,"回复 @ee0943 : 农业社会生一个就加一个劳动力，自给自足的状态下多一个人垦荒种地的收益绝对是正的,但是工业社会下，市场的容量有限，工业品的消化也有限，雇主没有无限吸收劳动力的实力，加上工人需要的基础教育成本，多生一个人的收益很可能是负的,极端情况下连第一胎都负了自然没人生孩子了"
负面,2024-05-04 03:08:07 北京时间,保密,回复 @ee0943 : 穷和生育率关系不大，关系大的是受教育程度高的同时还穷
中立,2024-04-19 16:22:07 北京时间,保密,"以前网络不发达都是说骗子驻马店[嫌弃],现在网络环境好了一点才知道河南是产粮大省（有硬指标,活着都他么的容易[辣眼睛]"
正面,2024-04-20 07:00:59 北京时间,保密,"生育率前十的都是穷国， 1.尼日尔。尼日尔位于非洲中西部，是撒哈拉沙漠南缘的内陆国，生育率高达6.82%。,,2.索马里。索马里位于非洲东部，人口出生率为5.98。,,3.安哥拉。安哥拉位于非洲西南部，人口出生率非常高，为6.16%。,,4.马里。马里是一个西非的内陆国，人口出生率高达6.01%。,,5.布隆迪。布隆迪位于中非，人口出生率高达5.99%。,,6.乌干达。乌干达位于非洲的东部，人口出生率高达5.71%。,,7.刚果民主共和国。刚果民主共和国位于非洲中部，生育率为6.1。,,8.中非共和国。中非共和国位于非洲中部，生育率为5.8。,,9.乍得。乍得位于非洲中部，生育率为6.1。"
正面,2024-04-21 14:14:46 北京时间,保密,"回复 @ee0943 : 农业社会生一个就加一个劳动力，自给自足的状态下多一个人垦荒种地的收益绝对是正的,但是工业社会下，市场的容量有限，工业品的消化也有限，雇主没有无限吸收劳动力的实力，加上工人需要的基础教育成本，多生一个人的收益很可能是负的,极端情况下连第一胎都负了自然没人生孩子了"
负面,2024-05-04 03:08:07 北京时间,保密,回复 @ee0943 : 穷和生育率关系不大，关系大的是受教育程度高的同时还穷
中立,2024-04-18 04:29:14 北京时间,保密,我信你个鬼，你个糟老头子，坏得很！一个都够呛呢[doge]
负面,2024-04-18 04:32:46 北京时间,保密,回复 @村上朝日堂 :确实。一个就够呛。
中立,2024-04-18 05:50:54 北京时间,保密,所以说，存款没有0.02个小目标就不敢要孩子了？[笑哭]
负面,2024-04-18 06:41:24 北京时间,男,回复 @六面八万 :有一说一，200w真不一定够
负面,2024-04-18 08:32:56 北京时间,保密,回复 @Fantasy丶于你 :怎么不够
负面,2024-04-18 10:29:07 北京时间,保密,回复 @Fantasy丶于你 :上海一个孩子只要不是特别大开销200w也够，普通人日常生活没有大通胀甚至够一辈子。
中立,2024-04-18 12:56:24 北京时间,保密,回复 @村上朝日堂 :一个还是要养的毕竟咱们不是丁克家族[呲牙]
中立,2024-04-18 12:57:11 北京时间,保密,回复 @六面八万 :用不着先要一个有压力才有动力[呲牙][呲牙]
负面,2024-04-18 14:42:31 北京时间,男,回复 @shbsjjdn :别的不好说 ，上海真不够 ， 除非就吃喝
正面,2024-04-19 04:16:24 北京时间,保密,月薪8-10k  ，2娃小学，1老婆全职8年，3线城市压力很大……
负面,2024-04-23 10:41:32 北京时间,保密,回复 @嘉屎彼岸花 :8k四个人用……难怪
负面,2024-04-24 23:51:04 北京时间,保密,回复 @Jeanne妮安娜 :好像还没算上父母
负面,2024-04-25 13:59:13 北京时间,保密,回复 @看得见鱼 :唉，不过孩子小学的话父母生活应该还可以自理
正面,2024-05-26 12:01:53 北京时间,男,省会，两人16K左右，加年终25W左右。就一个都累，而且感觉没钱花（在提前还贷款，利息最高的时候买的房）
负面,2024-05-26 16:48:58 北京时间,保密,回复 @回家与出发的路上 :21年买房的遭老罪了，但租房又显得有些别扭
负面,2024-05-27 03:47:23 北京时间,男,回复 @Jz_Young :小孩要读书了，只能上车。小孩也赶上来到二胎的高峰期，真作孽。
中立,2024-04-18 04:29:14 北京时间,保密,我信你个鬼，你个糟老头子，坏得很！一个都够呛呢[doge]
负面,2024-04-18 04:32:46 北京时间,保密,回复 @村上朝日堂 :确实。一个就够呛。
中立,2024-04-18 05:50:54 北京时间,保密,所以说，存款没有0.02个小目标就不敢要孩子了？[笑哭]
负面,2024-04-18 06:41:24 北京时间,男,回复 @六面八万 :有一说一，200w真不一定够
负面,2024-04-18 08:32:56 北京时间,保密,回复 @Fantasy丶于你 :怎么不够
负面,2024-04-18 10:29:07 北京时间,保密,回复 @Fantasy丶于你 :上海一个孩子只要不是特别大开销200w也够，普通人日常生活没有大通胀甚至够一辈子。
中立,2024-04-18 12:56:24 北京时间,保密,回复 @村上朝日堂 :一个还是要养的毕竟咱们不是丁克家族[呲牙]
中立,2024-04-18 12:57:11 北京时间,保密,回复 @六面八万 :用不着先要一个有压力才有动力[呲牙][呲牙]
负面,2024-04-18 14:42:31 北京时间,男,回复 @shbsjjdn :别的不好说 ，上海真不够 ， 除非就吃喝
正面,2024-04-19 04:16:24 北京时间,保密,月薪8-10k  ，2娃小学，1老婆全职8年，3线城市压力很大……
负面,2024-04-23 10:41:32 北京时间,保密,回复 @嘉屎彼岸花 :8k四个人用……难怪
负面,2024-04-24 23:51:04 北京时间,保密,回复 @Jeanne妮安娜 :好像还没算上父母
负面,2024-04-25 13:59:13 北京时间,保密,回复 @看得见鱼 :唉，不过孩子小学的话父母生活应该还可以自理
正面,2024-05-26 12:01:53 北京时间,男,省会，两人16K左右，加年终25W左右。就一个都累，而且感觉没钱花（在提前还贷款，利息最高的时候买的房）
负面,2024-05-26 16:48:58 北京时间,保密,回复 @回家与出发的路上 :21年买房的遭老罪了，但租房又显得有些别扭
负面,2024-05-27 03:47:23 北京时间,男,回复 @Jz_Young :小孩要读书了，只能上车。小孩也赶上来到二胎的高峰期，真作孽。
正面,2024-07-09 14:21:44 北京时间,保密,就繁體回復一下吧，個人感覺其實大多數年輕人生育意願蠻低的說實話，就是老一輩會給壓力知道麼，而且很多小孩從出生開始就是公婆主要帶養的（因為父母基本都在忙工作）這種小孩子從小獲得的父愛母愛都不夠。反正我如果沒混出個人樣堅決不會結婚生子，畢竟不生也是一種善良
正面,2024-07-09 14:21:44 北京时间,保密,就繁體回復一下吧，個人感覺其實大多數年輕人生育意願蠻低的說實話，就是老一輩會給壓力知道麼，而且很多小孩從出生開始就是公婆主要帶養的（因為父母基本都在忙工作）這種小孩子從小獲得的父愛母愛都不夠。反正我如果沒混出個人樣堅決不會結婚生子，畢竟不生也是一種善良
中立,2024-04-18 02:45:58 北京时间,保密,最穷的地方在增长[笑哭]
正面,2024-04-18 03:19:53 北京时间,男,广东有钱 肯定愿意生
正面,2024-04-18 03:30:30 北京时间,男,乌龙：“嗨嗨，俺来帮你们”[doge]
负面,2024-04-18 04:30:49 北京时间,保密,回复 @悲伤的三井寿 :广东有钱也是看地方的，珠三角才是真的有钱，但是跟我粤西有什么关系？粤西有些地方甚至比广西还穷
中立,2024-04-18 06:08:00 北京时间,保密,回复 @悲伤的三井寿 :广东有钱的是珠三角，其他地区穷里吧唧[吃瓜]
中立,2024-04-18 02:45:58 北京时间,保密,最穷的地方在增长[笑哭]
正面,2024-04-18 03:19:53 北京时间,男,广东有钱 肯定愿意生
正面,2024-04-18 03:30:30 北京时间,男,乌龙：“嗨嗨，俺来帮你们”[doge]
负面,2024-04-18 04:30:49 北京时间,保密,回复 @悲伤的三井寿 :广东有钱也是看地方的，珠三角才是真的有钱，但是跟我粤西有什么关系？粤西有些地方甚至比广西还穷
中立,2024-04-18 06:08:00 北京时间,保密,回复 @悲伤的三井寿 :广东有钱的是珠三角，其他地区穷里吧唧[吃瓜]
正面,2024-04-18 18:11:34 北京时间,保密,"第一，多数人还是希望结婚，只是没有结婚的条件。,第二，生孩子是必要的，只是少生优生的好处深入人心，只生一胎的人多了，人口必然下降。"
正面,2024-04-19 07:49:23 北京时间,保密,爱是什么东西 大多数人都没有 爱肯定不是建立在自己和对方的牺牲上 尤其别让对方牺牲
负面,2024-04-20 08:31:17 北京时间,保密,回复 @水底的满月 : 给你个论据，我希望娶到陈都灵，虽然娶不到但还是希望
负面,2024-04-27 13:20:50 北京时间,保密,回复 @水底的满月 :第一，依据靠自己去采样；第二，年纪大了思考多了就会得到结论，孩子是必要的
负面,2024-04-27 13:25:37 北京时间,男,回复 @山里樵夫 : 第一，身边统计学无法作数；第二，年纪并不能说明问题的正确性。
正面,2024-04-27 13:28:01 北京时间,男,回复 @山里樵夫 :如果你的观点是“我身边的人都这样，所以我觉得大部分人都这样；以及，我年纪大，所以我说得就对。”那你说的都对。
负面,2024-04-27 14:00:46 北京时间,保密,回复 @水底的满月 :我说，你自己去采样，不是说我采样；我说等你年纪大了回过头对比一下你的观念变化，没说我年纪大。
正面,2024-04-27 14:16:02 北京时间,男,回复 @山里樵夫 : 我没有用下定义的语气和诸如“必要性”之类的词汇去阐述内容，而用了这些词汇去表达的人必然可以提供采样数据和论点支撑。你全程避重就轻，我只问了你论点的采样数据和必要性是如何得来的，你一直没有正面回答我。都是成年人了，说话讲究一个以理服人对吧，你的“理”就是“我反正没采样，我爱咋说咋说，你要采样自己采样去”以及“我反正说不出个必要性，你以后看看你自己的观念变化”，你自己觉得合适吗？
正面,2024-04-27 14:37:23 北京时间,保密,回复 @水底的满月 :评论区说的这类问题不就是主观的吗？主观的就不能用“有必要”这类词？
负面,2024-04-27 14:38:14 北京时间,保密,回复 @水底的满月 :我不正面跟你辩是因为你还没开悟，多说无益
负面,2024-04-27 14:48:59 北京时间,男,回复 @山里樵夫 :你说得对，全程没有对自己的论点说出一句有效信息，幽默这一块我是佩服你的。
负面,2024-04-29 07:45:21 北京时间,保密,回复 @水底的满月 :就凭大多数都还是穷的。
负面,2024-05-05 09:22:48 北京时间,男,回复 @山里樵夫 : 这种就是到了年龄才会知道的事情，根本没法和年轻人解释的233，如果自己已经自立多年，父母退休，大体就会有这样的感觉了；但是年轻人只去比较没多大岁数的人，肯定是得不到这个结论的
正面,2024-05-16 01:33:37 北京时间,保密,巨大的婚姻成本让结了婚的人不想子女走老路，而没结婚的根本没条件谈子女，上面有一条说的挺对，单纯的把孩子养大其实成本还好，关键是真养成了废物那可得管一辈子。。。
负面,2024-05-16 04:01:17 北京时间,男,"回复 @泡饭不加米 :想着管一辈子，就是痛苦的根源，没有人可以保护另一个人一辈子，甚至自己都不敢保证自己能幸福一辈子。,既然都学国外自由婚姻了，那后续的学习国外管生不管养，也可以提上日程了，管到成年找到工作就可以了。"
正面,2024-04-18 18:11:34 北京时间,保密,"第一，多数人还是希望结婚，只是没有结婚的条件。,第二，生孩子是必要的，只是少生优生的好处深入人心，只生一胎的人多了，人口必然下降。"
正面,2024-04-19 07:49:23 北京时间,保密,爱是什么东西 大多数人都没有 爱肯定不是建立在自己和对方的牺牲上 尤其别让对方牺牲
负面,2024-04-20 08:31:17 北京时间,保密,回复 @水底的满月 : 给你个论据，我希望娶到陈都灵，虽然娶不到但还是希望
负面,2024-04-27 13:20:50 北京时间,保密,回复 @水底的满月 :第一，依据靠自己去采样；第二，年纪大了思考多了就会得到结论，孩子是必要的
负面,2024-04-27 13:25:37 北京时间,男,回复 @山里樵夫 : 第一，身边统计学无法作数；第二，年纪并不能说明问题的正确性。
正面,2024-04-27 13:28:01 北京时间,男,回复 @山里樵夫 :如果你的观点是“我身边的人都这样，所以我觉得大部分人都这样；以及，我年纪大，所以我说得就对。”那你说的都对。
负面,2024-04-27 14:00:46 北京时间,保密,回复 @水底的满月 :我说，你自己去采样，不是说我采样；我说等你年纪大了回过头对比一下你的观念变化，没说我年纪大。
正面,2024-04-27 14:16:02 北京时间,男,回复 @山里樵夫 : 我没有用下定义的语气和诸如“必要性”之类的词汇去阐述内容，而用了这些词汇去表达的人必然可以提供采样数据和论点支撑。你全程避重就轻，我只问了你论点的采样数据和必要性是如何得来的，你一直没有正面回答我。都是成年人了，说话讲究一个以理服人对吧，你的“理”就是“我反正没采样，我爱咋说咋说，你要采样自己采样去”以及“我反正说不出个必要性，你以后看看你自己的观念变化”，你自己觉得合适吗？
正面,2024-04-27 14:37:23 北京时间,保密,回复 @水底的满月 :评论区说的这类问题不就是主观的吗？主观的就不能用“有必要”这类词？
负面,2024-04-27 14:38:14 北京时间,保密,回复 @水底的满月 :我不正面跟你辩是因为你还没开悟，多说无益
负面,2024-04-27 14:48:59 北京时间,男,回复 @山里樵夫 :你说得对，全程没有对自己的论点说出一句有效信息，幽默这一块我是佩服你的。
负面,2024-04-29 07:45:21 北京时间,保密,回复 @水底的满月 :就凭大多数都还是穷的。
负面,2024-05-05 09:22:48 北京时间,男,回复 @山里樵夫 : 这种就是到了年龄才会知道的事情，根本没法和年轻人解释的233，如果自己已经自立多年，父母退休，大体就会有这样的感觉了；但是年轻人只去比较没多大岁数的人，肯定是得不到这个结论的
正面,2024-05-16 01:33:37 北京时间,保密,巨大的婚姻成本让结了婚的人不想子女走老路，而没结婚的根本没条件谈子女，上面有一条说的挺对，单纯的把孩子养大其实成本还好，关键是真养成了废物那可得管一辈子。。。
负面,2024-05-16 04:01:17 北京时间,男,"回复 @泡饭不加米 :想着管一辈子，就是痛苦的根源，没有人可以保护另一个人一辈子，甚至自己都不敢保证自己能幸福一辈子。,既然都学国外自由婚姻了，那后续的学习国外管生不管养，也可以提上日程了，管到成年找到工作就可以了。"
正面,2024-04-18 07:57:44 北京时间,保密,养儿防老
负面,2024-04-18 08:17:38 北京时间,男,回复 @东洛西望 :不管怎么样得安排好自己的晚年
负面,2024-04-18 08:18:31 北京时间,保密,回复 @东洛西望 : 你确定能防老？
中立,2024-04-18 08:45:56 北京时间,保密,回复 @东洛西望 : 资本也是这么帮你想的[OK]
中立,2024-04-18 08:49:22 北京时间,男,回复 @东洛西望 : [doge]防老不成反成老东西爆金币了就搞笑了
负面,2024-04-18 09:03:35 北京时间,男,回复 @东洛西望 :从我当了二十几年儿子的经验看，这话就是个屁
负面,2024-04-18 09:07:50 北京时间,保密,回复 @东洛西望 : 这是及其自私的想法
负面,2024-04-18 11:03:04 北京时间,男,回复 @东洛西望 : 你活该被生下来给你父母养老
中立,2024-04-18 11:52:30 北京时间,保密,回复 @东洛西望 : 你为了子女说不定死在岗位上了[笑哭]
负面,2024-04-18 12:37:55 北京时间,保密,回复 @东洛西望 : 养儿防老。。。生孩子是为什么养老？这个词不是好词
负面,2024-04-21 17:53:35 北京时间,保密,回复 @东洛西望 : 兄弟，我给我爸当了18年的儿子，能不能防老我不知道吗
正面,2024-04-22 01:40:28 北京时间,保密,太同意了朋友 自己就是个给氪佬提供游戏体验的NPC为啥还要把孩子拉进这种生活
负面,2024-04-22 05:36:39 北京时间,保密,回复 @东洛西望 :我自己什么鸟样我不知道么，还防老，我最大的努力就是不啃我爹的老，这就已经不容易了，如果按照我和同龄人的对比，那我觉得我算比较好的那一份，但是我儿子能不能做到我这样呢？我不赌，何况我儿子生下来也过不上什么好日子，只能说温饱不愁，那太没必要了，除非有一天我发了横财，能让我儿子过上我小时候想象的那种生活，否则生孩子就是不负责，对自己对孩子都不负责
负面,2024-04-22 07:32:20 北京时间,保密,回复 @东洛西望 :不啃老就不错了
负面,2024-04-22 08:23:36 北京时间,保密,回复 @银铃般的笑声 : 防老是真的可以的，我家里就是这样，生了病真得靠家人照顾，但是为了我自己的老年生活生个孩子给氪佬做牛马。。。。。我办不到，反正自己都苦了一辈子了，快死了再苦苦也就那样
负面,2024-04-22 17:59:10 北京时间,保密,回复 @东洛西望 :你把会花在孩子上的钱存下来，等你退休了用，不更加好？等你用不动了，说明也该走了，人生如此，何难？
正面,2024-04-18 07:57:44 北京时间,保密,养儿防老
负面,2024-04-18 08:17:38 北京时间,男,回复 @东洛西望 :不管怎么样得安排好自己的晚年
负面,2024-04-18 08:18:31 北京时间,保密,回复 @东洛西望 : 你确定能防老？
中立,2024-04-18 08:45:56 北京时间,保密,回复 @东洛西望 : 资本也是这么帮你想的[OK]
中立,2024-04-18 08:49:22 北京时间,男,回复 @东洛西望 : [doge]防老不成反成老东西爆金币了就搞笑了
负面,2024-04-18 09:03:35 北京时间,男,回复 @东洛西望 :从我当了二十几年儿子的经验看，这话就是个屁
负面,2024-04-18 09:07:50 北京时间,保密,回复 @东洛西望 : 这是及其自私的想法
负面,2024-04-18 11:03:04 北京时间,男,回复 @东洛西望 : 你活该被生下来给你父母养老
中立,2024-04-18 11:52:30 北京时间,保密,回复 @东洛西望 : 你为了子女说不定死在岗位上了[笑哭]
负面,2024-04-18 12:37:55 北京时间,保密,回复 @东洛西望 : 养儿防老。。。生孩子是为什么养老？这个词不是好词
负面,2024-04-21 17:53:35 北京时间,保密,回复 @东洛西望 : 兄弟，我给我爸当了18年的儿子，能不能防老我不知道吗
正面,2024-04-22 01:40:28 北京时间,保密,太同意了朋友 自己就是个给氪佬提供游戏体验的NPC为啥还要把孩子拉进这种生活
负面,2024-04-22 05:36:39 北京时间,保密,回复 @东洛西望 :我自己什么鸟样我不知道么，还防老，我最大的努力就是不啃我爹的老，这就已经不容易了，如果按照我和同龄人的对比，那我觉得我算比较好的那一份，但是我儿子能不能做到我这样呢？我不赌，何况我儿子生下来也过不上什么好日子，只能说温饱不愁，那太没必要了，除非有一天我发了横财，能让我儿子过上我小时候想象的那种生活，否则生孩子就是不负责，对自己对孩子都不负责
负面,2024-04-22 07:32:20 北京时间,保密,回复 @东洛西望 :不啃老就不错了
负面,2024-04-22 08:23:36 北京时间,保密,回复 @银铃般的笑声 : 防老是真的可以的，我家里就是这样，生了病真得靠家人照顾，但是为了我自己的老年生活生个孩子给氪佬做牛马。。。。。我办不到，反正自己都苦了一辈子了，快死了再苦苦也就那样
负面,2024-04-22 17:59:10 北京时间,保密,回复 @东洛西望 :你把会花在孩子上的钱存下来，等你退休了用，不更加好？等你用不动了，说明也该走了，人生如此，何难？
中立,2024-04-18 05:49:55 北京时间,保密,我不生有的是人生[滑稽][滑稽]
中立,2024-04-18 16:02:23 北京时间,保密,我不干有的是人干[脱单doge][doge][妙啊][歪嘴][滑稽]
正面,2024-04-18 17:51:32 北京时间,保密,第一，没人说过没人生。第二，没多少人担心人口下降。
负面,2024-04-18 18:16:29 北京时间,保密,回复 @山里樵夫 :你说得对，真专业，严谨！你是专家吧？一句随便的吐槽都能被你抓到我反驳的原因，我怀疑你是我肚里的蛔虫，吃耙耙吧你
正面,2024-04-18 18:28:18 北京时间,保密,今年想进大厂做牛马都不好进，这句话又不是我发明的，刚人云亦云说两句，你条杠精贵立马跳出来，希望你在我第一句话类似的评论下面都留点评，你真是指正专家，汪汪
正面,2024-04-19 13:59:28 北京时间,保密,和我想法差不多
正面,2024-04-19 16:59:44 北京时间,保密,放心，四十几了没见过女朋友长啥样的都大有人在，以后一个人的日子还长着呢
负面,2024-04-19 18:00:49 北京时间,保密,回复 @xxxkyyyyu :👌
正面,2024-05-05 03:28:51 北京时间,保密,穷比就别想找女朋友了
负面,2024-05-05 03:56:44 北京时间,保密,回复 @猫神黄油酱 :好的谢谢提醒
中立,2024-04-18 05:49:55 北京时间,保密,我不生有的是人生[滑稽][滑稽]
中立,2024-04-18 16:02:23 北京时间,保密,我不干有的是人干[脱单doge][doge][妙啊][歪嘴][滑稽]
正面,2024-04-18 17:51:32 北京时间,保密,第一，没人说过没人生。第二，没多少人担心人口下降。
负面,2024-04-18 18:16:29 北京时间,保密,回复 @山里樵夫 :你说得对，真专业，严谨！你是专家吧？一句随便的吐槽都能被你抓到我反驳的原因，我怀疑你是我肚里的蛔虫，吃耙耙吧你
正面,2024-04-18 18:28:18 北京时间,保密,今年想进大厂做牛马都不好进，这句话又不是我发明的，刚人云亦云说两句，你条杠精贵立马跳出来，希望你在我第一句话类似的评论下面都留点评，你真是指正专家，汪汪
正面,2024-04-19 13:59:28 北京时间,保密,和我想法差不多
正面,2024-04-19 16:59:44 北京时间,保密,放心，四十几了没见过女朋友长啥样的都大有人在，以后一个人的日子还长着呢
负面,2024-04-19 18:00:49 北京时间,保密,回复 @xxxkyyyyu :👌
正面,2024-05-05 03:28:51 北京时间,保密,穷比就别想找女朋友了
负面,2024-05-05 03:56:44 北京时间,保密,回复 @猫神黄油酱 :好的谢谢提醒
正面,2024-04-18 16:38:45 北京时间,保密,男女对立，感觉好魔幻啊，可能是我没进过社会 ，感觉我身边没有见过，又总听朋友在说
正面,2024-04-18 16:50:46 北京时间,保密,"生育率三要素：结婚意愿、结婚成本、教育成本,目前的核心问题是结婚意愿崩了"
负面,2024-04-18 16:56:24 北京时间,保密,回复 @我在知会 :你要是相过亲就知道了
负面,2024-04-18 17:03:19 北京时间,男,回复 @无心之失929 : 关键是结婚意愿是被这俩成本原因搞崩的。这就是个死循环。
负面,2024-04-18 17:17:36 北京时间,男,"回复 @我在知会 : 现实没那么魔幻，魔幻的是一部分群体，避开长时间在社会且没有恋爱结婚的女性就可以了，这部分人通常能赚钱，父母年轻，指不定家境还不错但没有结婚意愿，加上社会对于女性的压力较小，对中低层男性持有鄙夷态度也正常，人的思想会在年轻的时候成为定式，这部分人已经不再适合恋爱结婚了。,你还年轻，网上的讨论已经很没有价值了，甚至脱离实际很久了，个个理论狂魔，实战为0的讨论半点意义没有，多去实践少看互联网。"
正面,2024-04-18 17:26:09 北京时间,保密,"22年有团队做了抽样调查，抽样中的四千多人中近六成女孩没有结婚的打算，男孩则相反，男女结婚意愿差距相当大。很大一部分原因是现代女性能工作能进入社会，不像以前一样只能依附。,其实对人来说这也许只是安全感的需要，不分男女。"
正面,2024-04-18 17:41:01 北京时间,保密,你说的这一段没一句是对的。
负面,2024-04-18 17:46:01 北京时间,男,回复 @山里樵夫 :我说的这一段每一句都是对的
正面,2024-04-18 18:05:53 北京时间,保密,这哥们说的太效果拔群了。给你1000000赞~~~~~~~
中立,2024-04-18 18:46:15 北京时间,保密,回复 @无心之失929 : [doge]结婚意愿就有婚姻法这巨大阻碍，有钱的怕被女方暴金币不敢结，没钱不怕但女方看不上，后面还有结婚成本有房有车有存款更是难以逾越的大山。
中立,2024-04-18 19:26:29 北京时间,女,[doge]消费主义有什么错。。。没有消费经济压根就动不了 只会恶性循环
正面,2024-04-18 20:28:47 北京时间,男,苏联没有资本，也没有消费主义，但是结婚率和生育率也是暴跌。本质上是工业社会把男女的差距大部分抹平了，导致传统的家庭权利义务体系发生了崩溃
正面,2024-04-18 20:40:18 北京时间,保密,逆天 你不被资本主义洗脑 就不要老想着 要城市生活 儿女要在城市读书   这些都是资本的一环又一环 ，赶紧退回农村 只要你降低需求 就不会中了资本的忽悠[doge]
