情绪标签,时间,性别,评论
负面,2024-12-09 04:23:48 北京时间,保密,回复 @裹尼吉瓦 :不能，首先杀死的是大量中小企业
正面,2024-12-09 04:27:11 北京时间,保密,一年就十几天的假，孩子是不是自己的都得想破脑袋
正面,2024-12-09 04:34:32 北京时间,保密,对，之前看到一个专家说的，中国真正称职的父母反而是那群不想生孩子的夫妻。
中立,2024-12-09 04:48:38 北京时间,保密,回复 @裹尼吉瓦 :口嫌体正直，奖励你今天工作到凌晨[嗑瓜子]
负面,2024-12-09 05:03:10 北京时间,保密,回复 @曹嘈的曹 :根本不是什么被西方丁克不婚洗脑的，就是穷挣不到钱。试想你会为了喝一瓶一元的矿泉水而纠结嘛，结不结婚同理。你有能力组成家庭，很多人会选择结婚生子。
负面,2024-12-09 05:04:33 北京时间,保密,回复 @伯拉德呵呵 :这划分法似曾相识
负面,2024-12-16 13:35:54 北京时间,保密,回复 @裹尼吉瓦 : 严格八小时是生产力的退步，员工钱预算就那么多，活也没变，你找两人干，钱还够发吗？
负面,2024-12-08 02:00:06 北京时间,保密,回复 @Adlerio :发达国家那么高的生育补贴都没有把人口救回来，难搞哦
负面,2024-12-08 02:00:19 北京时间,男,回复 @Adlerio :嘲讽一下别人显得自己很能耐？层主说的很好了
中立,2024-12-08 02:01:40 北京时间,保密,有道理
负面,2024-12-08 02:03:57 北京时间,保密,回复 @Adlerio : 提出合理意见怎么了？
负面,2024-12-08 02:05:43 北京时间,男,回复 @Adlerio :哥们，我把你送潘宏那儿培训两天，我给你报销路费，你是真能杠啊。
正面,2024-12-08 02:06:36 北京时间,保密,精准政策确实不好制定，但也不是直接开摆的理由吧，目前来看就是啥也没有做
中立,2024-12-08 02:08:42 北京时间,保密,回复 @Adlerio : 用老话讲叫顺势而为，用有姿势的话讲叫也要考虑历史的进程，用随便想到的话讲叫天晴干天晴的事，下雨干下雨的事，可以未雨绸缪但不要杞人忧天。最起码现在劳动还能买得起相对便宜的蔬菜水果，心态放平，好好活到2050。当然如果你手上有一百套房子眼看着要贬值那确实挺需要精准的政策的，或者是19年高利率上车现在亏没了首付也许也挺需要精准政策的[微笑]
正面,2024-12-08 02:15:04 北京时间,保密,回复 @69岁拄拐跑路 :不是啥也没做哦，有些省份在试水“单身税”了哦
正面,2024-12-08 02:17:18 北京时间,保密,那能不能先严格实施8小时工作制看看呢
正面,2024-12-08 02:25:36 北京时间,男,企业要求员工周末随叫随到，钱也不太到位，但没有更好地选择了。一周相会一晚上，这咋生小孩。
中立,2024-12-08 02:29:59 北京时间,男,"很多人觉得东大有可能被人口问题影响发展，但其实大可不必担心，因为很久之前面上面对少子化就有准备，年轻人都被西方的丁克主义和不婚主义洗脑目前来看几乎不可逆，怎么可能不做准备[笑哭],BV1Vv411h7jC,这些都是几年前就定好应对少子化的对策，如今发展最关键时期我们绝对不能被西方思想导致的人口危机而停滞不前，等我们发展到绝对领先后进入共产主义阶段，到时候人人平等这些劳动问题自然迎刃而解，今天的牺牲也是为了子孙的幸福和伟大复兴。"
负面,2024-12-08 02:30:02 北京时间,男,回复 @裹尼吉瓦 :别八小时工作制了，先出台不发工资有惩罚的政策都很好了
负面,2024-12-08 02:30:51 北京时间,男,回复 @69岁拄拐跑路 :喊喊口号得了。一家公司里的老板，领导，员工，永远玩不到一起。老板的想法再好，也只是想法。100块发下去，你能拿到5块钱优惠券都算好的了。
负面,2024-12-08 02:30:57 北京时间,女,回复 @裹尼吉瓦 :这比提高生育率更难。
负面,2024-12-08 02:34:18 北京时间,保密,回复 @裹尼吉瓦 :别在这念了，你欧洲全世界工时管理最严格的地方生育率都低成啥样了，根本就是不相关的事情
正面,2024-12-08 02:39:59 北京时间,保密,准确的说高学历高素质群体本身就是少生不生的主要家庭群体
正面,2024-12-08 02:46:37 北京时间,男,说白生育问题是一个系统性问题，并不能靠单纯发钱粗暴解决问题。
负面,2024-12-08 02:53:03 北京时间,保密,回复 @裹尼吉瓦 :别说八小时，现在就那两三千工资都做不到每月准时发，我们这好多都是压工资的
负面,2024-12-08 02:54:21 北京时间,保密,回复 @裹尼吉瓦 :这个我建议是一步一步来。先把12小时以上的工作制给他取消了。
负面,2024-12-08 02:56:46 北京时间,保密,回复 @曹嘈的曹 :什么叫被西方影响的，什么都怪到西方头上真的很低能。只要是个人不是狗不是猪，都会慢慢的意识到少生孩子的好处。
中立,2024-12-08 02:57:00 北京时间,保密,回复 @曹嘈的曹 : 你真信啊[嗑瓜子]
中立,2024-12-08 03:02:29 北京时间,男,回复 @裹尼吉瓦 :不能[呲牙]
中立,2024-12-08 03:04:27 北京时间,保密,回复 @曹嘈的曹 : 笑掉大牙[嗑瓜子]
中立,2024-12-08 03:05:00 北京时间,保密,回复 @曹嘈的曹 : 小丑视频[嗑瓜子]
中立,2024-12-08 03:05:19 北京时间,保密,能不能解决那也要先试试再说吧，国外就有现成的答案，不会做还不会抄吗，你该不会是连字儿都不会写吧，难不成就靠发法拉利五元优惠券解决？[滑稽]
中立,2024-12-08 03:10:05 北京时间,保密,回复 @裹尼吉瓦 :问题是，你追求8小时，比你水平差的人为了得到你的工作会愿意追求9小时[笑哭]人口还是太多了
负面,2024-12-08 03:11:01 北京时间,男,回复 @裹尼吉瓦 :绝对不可能
负面,2024-12-08 03:15:35 北京时间,保密,回复 @轻轻漫步 :糖尿病也是个系统性疾病，那为什么还有那么多人靠胰岛素维持血糖？在有更好的办法前，能解决问题才是最重要的。现在需要考虑的不是什么简单还是复杂，温柔还是粗暴，能解决眼前的问题再说吧
负面,2024-12-08 03:17:06 北京时间,保密,回复 @凌云觉意 :这时候就需要工会和国家介入了，抄德国作业就行了，超出的工时个人所得税翻几倍，自然没人愿意多加班
负面,2024-12-08 03:31:58 北京时间,保密,回复 @裹尼吉瓦 :不能，试了没解决怎么办，再回去？那就有人要闹了
负面,2024-12-08 03:40:17 北京时间,男,回复 @裹尼吉瓦 :包不可能的，确定8小时工作就必须多加就业岗位，多加就业岗位就多加按人数的基础工资
负面,2024-12-08 03:50:54 北京时间,保密,回复 @我最讨厌起名字了233 :但凡你想提高生活水平质量，德国普通人正常工时范围内的收入水平根本不够，好多德国人平时还要去打第二份工，尤其还有那么多难民入德，工作竞争更大了
负面,2024-12-08 03:58:30 北京时间,保密,回复 @我最讨厌起名字了233 :国外哪有现成答案呀
中立,2024-12-08 04:00:36 北京时间,保密,回复 @激情总在后半宿 :大部分都是没钱结不了婚吧，再收税岂不是更刺激我们这批无牵挂的人[呲牙]
正面,2024-12-08 04:20:04 北京时间,保密,那学历高可以多发一点呗，反正有名头，什么人才补贴之类的
负面,2024-12-08 04:43:20 北京时间,保密,回复 @裹尼吉瓦 :那就降工资呗，按最低工资标准，总有人穷到主动加班要多赚
正面,2024-12-08 05:09:43 北京时间,保密,上面有专业的呢，哪显着你
正面,2024-12-08 05:24:37 北京时间,保密,马上进入电气化时代，国家正大力发展各种新制生产力，机器将大规模代替人工，今后需要的是高质量人才，过多的人口只会让社会负担越大，说人话就是咱村今后压根就不缺人。
中立,2024-12-08 05:29:45 北京时间,保密,"纯从功力角度讲，人才不就是广撒网似的捞鱼嘛[思考],就算定向培养也得先有苗啊。不过目前这么多人，中短期内都不必担心什么人口问题，相信后人智慧。"
负面,2024-12-08 05:51:20 北京时间,保密,回复 @liangym21 :不同文化参合在一起也是挺搞笑的
正面,2024-12-08 06:05:02 北京时间,女,赞同
正面,2024-12-08 06:22:29 北京时间,男,绕那么多弯，不是就是想生得没钱，有钱的不生吗
负面,2024-12-08 06:29:16 北京时间,保密,回复 @裹尼吉瓦 :说的好像8小时工作制，那些人就会生一样，搞笑
负面,2024-12-08 06:30:13 北京时间,保密,回复 @我最讨厌起名字了233 :可我们加班根本就不算加班啊
正面,2024-12-08 06:37:50 北京时间,保密,说的很对！关于人民需求的矛盾，已经变了几次说法了，而且今年某次大会已经已经提到了二次分配。说到底现在高素质人群不生孩子跟二次分配有很大关系，低素质人群的子女其实并不符合国家高素质长期发展的诉求，所以，top其实再从根本上去解决问题，只是二次分配是利益问题，想变不是一朝一夕就能搞定的。还有就是各种无人设备、AI的高速发展，其实也给了一个解决老龄化问题的抓手。
负面,2024-12-08 06:42:36 北京时间,保密,回复 @6953386 :不不，现在就业年龄歧视先给取消了，然后在取消工作时长。
负面,2024-12-08 07:12:06 北京时间,保密,回复 @希肋 :啊对对对，那就什么都别做，等死行了
正面,2024-12-08 07:14:04 北京时间,保密,生物一般物质基础到了才会进行繁衍。或者整个族群快要灭绝的时候也会爆发一波
负面,2024-12-08 07:24:03 北京时间,保密,回复 @我最讨厌起名字了233 :什么二极管，只是告诉你单纯限制工作时长根本没意义，单位时间工资不变就算让你只工作八个小时有意义吗？原本一天十个小时工资300现在让你只工作八个小时工资240，甚至你原本的生活水平也保证不了，认不清事情本质只知道鹦鹉学舌，动不动二极管，还是多读点书吧
正面,2024-12-08 07:44:53 北京时间,男,那是不是可以这样理解，单纯的发钱来增加生育率反而不是好事。就像你说的不符合高质量发展的长远战略。应该寻找更优解。
负面,2024-12-08 07:47:13 北京时间,保密,回复 @裹尼吉瓦 :那不可能这样人工成本会增加老板是这么想的
负面,2024-12-08 08:03:01 北京时间,男,回复 @大喵的伞 :对现在连最基本的保证每月工资正常发放都做不到。
负面,2024-12-08 08:51:27 北京时间,保密,回复 @裹尼吉瓦 :会大幅提高用工成本，导致失业问题加剧到爆发
负面,2024-12-08 09:14:27 北京时间,男,回复 @斜倚栏干- :肯定会调整一段时间，但是爆发不可能，因为大公司肯定活的下来，淘汰的只是那些小公司
正面,2024-12-08 09:15:39 北京时间,保密,回复 @激情总在后半宿 : 得了吧，他收的上来？  你以为有什么用？ 你当苏联罗马尼亚没搞过可是结果呢？ 你把单身岁最好收到收入的50%，你看看中国的人口环境会变成什么，会直接超越韩国迅速走到2100年的结局。
正面,2024-12-08 09:16:49 北京时间,保密,回复 @liangym21 : 低成啥样了 ，法国2.1  德国1.4～1.5  很低么？ 恩低 有你中国低？
正面,2024-12-08 09:29:29 北京时间,保密,回复 @liangym21 :欧洲那是“闲的”，人家有钱！我们是“愁的”。一个人健身控制饮食，一个人不够吃，能一样吗？
中立,2024-12-08 09:33:09 北京时间,保密,生孩子考公加分就行[吃瓜]
正面,2024-12-08 09:36:23 北京时间,保密,回复 @Hey挡 :你太小瞧税收的门道了，试水的几种形式里，云南搞的类似教育附加费的形式，相对一般印象里的没那么难搞成。以普通人视角，朴素的认知没什么，但是事事都以朴素认知来看，那中国的所有成就都可以用你的一句  得了吧，怎么可能  来否认。
负面,2024-12-08 09:37:29 北京时间,保密,回复 @小小杨月 :收税的形式很高明的，如果仅仅是这种心理建设，我觉得难以对抗。
负面,2024-12-08 10:25:01 北京时间,保密,回复 @甲贺弦之介 :想安稳苟着，前提是有个强大的国家能够帮你遮风挡雨，否则苟着变成狗肉被人端上桌
负面,2024-12-08 10:31:51 北京时间,保密,回复 @激情总在后半宿 : 啊？本来工资也没多高吧？再这么搞下去怎么活，物价倒是没见降
负面,2024-12-08 10:35:45 北京时间,男,回复 @激情总在后半宿 :那点单身税对比几十万的彩礼和房车算个屁，给你发个十块法拉利劵
负面,2024-12-08 10:38:23 北京时间,保密,回复 @甲贺弦之介 : 有次广东下大雨，都看见搞笑评论说是美国操作的，真有那么大本事世界上可能就一个国家了吧
中立,2024-12-08 10:56:48 北京时间,保密,回复 @梁yz_ :哈哈哈，要的就是这种觉悟，认交不生，楼上那两个回我的心理建设不够啊[喜极而泣]
负面,2024-12-08 11:06:15 北京时间,保密,回复 @Hey挡 :你看看细分数据，欧洲白人生不生？都是移民在那里狂生。关于生育率的问题李光耀的文章谈了很多了，你去看看就知道。经济和社会越发展人们越不生育。本质上是女性经济能力增强，越来越不必依附
负面,2024-12-08 12:11:32 北京时间,男,回复 @激情总在后半宿 :还以为是春秋战国奴隶时代，越王勾践为了增加人口13/14一定要嫁人，不然要收税，生孩子奖励猪，牛羊
中立,2024-12-08 13:11:59 北京时间,保密,放心 就你说的那俩 不管前者还是后者 都不想生[呲牙][呲牙][呲牙]
负面,2024-12-08 13:14:16 北京时间,男,回复 @裹尼吉瓦 : 看来你是一点思考都没有啊
中立,2024-12-08 13:16:54 北京时间,保密,回复 @曹嘈的曹 :就人口问题？？？ 老龄化 你这汪汪比夹头翔 怎么不说呢？？？已经不到1.0了[微笑][微笑][微笑]
正面,2024-12-08 13:48:05 北京时间,保密,高学历生不生其实根本不是问题
负面,2024-12-08 14:46:56 北京时间,男,回复 @曹嘈的曹 :在说什么所谓的西方丁克不婚主意洗脑这种话术玩意儿之前，能不能先看看自己国内劳动和就业是个什么b样子呢？
负面,2024-12-08 14:49:29 北京时间,保密,回复 @裹尼吉瓦 : 穷人没就没有加班了，我指的是没了
正面,2024-12-08 15:26:53 北京时间,保密,严格实施一人一岗就能空出很多岗位，取消夜班，强制八小时工作底薪高一点就很难吗
中立,2024-12-08 15:54:49 北京时间,保密,生一胎给100万，我一人要生100个给中国增添人口[OK]
中立,2024-12-08 16:02:49 北京时间,保密,"最新的讲话，认为这是一贯正确的，伟大的，应该坚持坚定不移。,原话就是这么模糊中透着坚定[笑哭]"
负面,2024-12-08 16:15:29 北京时间,男,回复 @裹尼吉瓦 :但实际上好的公司就是可以实现8小时工作制，工作日加班1.5，周末双倍，节假日三倍，还有补贴，只是这样的公司不够多而已，换句话说就是对于这样的岗位人太多了，所以要求高了
中立,2024-12-08 20:34:47 北京时间,男,"回复 @曹嘈的曹 :而且这群人不退休，去哪释放岗位出来，不然按照未来十年每年一千万起步的毕业生,我们算高点，百分之五十就了也，起码还剩下五千万啊[思考]你就真敢放着这五千万的青壮劳动力[思考]甚至大部分是理工科人放任不管？[思考]真不怕出事？今年的恶性事件多少件你一点都不看？"
负面,2024-12-08 20:50:13 北京时间,男,回复 @裹尼吉瓦 :明年不是多了2天节假日嘛，在慢慢调了
正面,2024-12-09 01:27:23 北京时间,保密,纠正一下，不是高学历高素质群体是少生不生的主要群体。是学习了知识的精致利己主义者才是推波助澜的元凶
正面,2024-12-09 01:52:57 北京时间,男,高学历群体的后代不一定就高学历，聪明孩子平均分配在各个阶层中，老天很公平
负面,2024-12-09 02:08:26 北京时间,男,回复 @裹尼吉瓦 :那就没有市场竞争力了吧
正面,2024-12-09 02:32:31 北京时间,保密,都躺平了，哪里有钱管下一代。
负面,2024-12-09 02:48:22 北京时间,男,回复 @裹尼吉瓦 : 那国内企业没法和外企竞争，更别提弯道超车
正面,2024-12-09 03:37:37 北京时间,保密,难绷，中国高学历人群很多吗
负面,2024-12-09 03:40:49 北京时间,保密,回复 @爱吃花椒的死耗子 :他说了什么？
正面,2024-12-09 03:49:25 北京时间,男,有句话叫人无远虑必有近忧，挺合适的
负面,2024-12-09 03:57:39 北京时间,保密,回复 @大喵的伞 :用下脑子，剔除了小公司，就凭大公司那些岗位能满足中国的就业市场？
中立,2024-12-09 04:03:42 北京时间,保密,你以为的很急，其实没那么急，就像现在的房市一样[doge_金箍]相信后人的智慧
正面,2024-12-09 04:11:24 北京时间,男,欧洲高福利国家，生育率也高不到哪去，减轻年轻人生育负担只是一个面位，需要综合施策。光是彩礼问题就吓退一众男的。有人会说只要国家发房子、发车、发奶粉钱，很多女的就愿意生了。我想不会，她们会要求更多的。
负面,2024-12-09 04:14:06 北京时间,男,回复 @我最讨厌起名字了233 :国外确实有答案，但欧美发达国家得分也不高，倒是把一批移民吸引来了。
负面,2024-12-09 04:23:48 北京时间,保密,回复 @裹尼吉瓦 :不能，首先杀死的是大量中小企业
正面,2024-12-09 04:27:11 北京时间,保密,一年就十几天的假，孩子是不是自己的都得想破脑袋
正面,2024-12-09 04:34:32 北京时间,保密,对，之前看到一个专家说的，中国真正称职的父母反而是那群不想生孩子的夫妻。
中立,2024-12-09 04:48:38 北京时间,保密,回复 @裹尼吉瓦 :口嫌体正直，奖励你今天工作到凌晨[嗑瓜子]
负面,2024-12-09 05:03:10 北京时间,保密,回复 @曹嘈的曹 :根本不是什么被西方丁克不婚洗脑的，就是穷挣不到钱。试想你会为了喝一瓶一元的矿泉水而纠结嘛，结不结婚同理。你有能力组成家庭，很多人会选择结婚生子。
负面,2024-12-09 05:04:33 北京时间,保密,回复 @伯拉德呵呵 :这划分法似曾相识
负面,2024-12-16 13:35:54 北京时间,保密,回复 @裹尼吉瓦 : 严格八小时是生产力的退步，员工钱预算就那么多，活也没变，你找两人干，钱还够发吗？
正面,2024-12-08 03:07:01 北京时间,男,现在劳动的普通人，老了还是在劳动
负面,2024-12-08 04:37:39 北京时间,保密,回复 @追不上了别跑 :现在70后再有5年左右就该退休了，你看那时
正面,2024-12-30 16:37:57 北京时间,保密,你还想退休啊，到时候延迟退休到几岁不好说，退休后能不能足额领到养老金也未可知
正面,2024-12-08 03:07:01 北京时间,男,现在劳动的普通人，老了还是在劳动
负面,2024-12-08 04:37:39 北京时间,保密,回复 @追不上了别跑 :现在70后再有5年左右就该退休了，你看那时
正面,2024-12-30 16:37:57 北京时间,保密,你还想退休啊，到时候延迟退休到几岁不好说，退休后能不能足额领到养老金也未可知
正面,2024-12-08 04:13:02 北京时间,保密,现在是掌控资源就够了，人口缺失可以进口。毕竟现在国家在国际的声望挺高，招一招手一堆人跑过来
中立,2024-12-08 10:30:06 北京时间,保密,回复 @黄老小哥 :美国虹吸的是精英 从而保持繁荣 [笑哭]目前我们吸过来的都是什么[疑惑]
负面,2024-12-09 03:03:53 北京时间,保密,回复 @黄老小哥 : 美国一直执行的是精英吸收政策，当时苏联也很缺人，但是因为制度原因精英根本就不去，所以当时苏联就吸收了很多第三世界的人，并且找去了很多老黑好吃好喝供着！结果是什么你自己去查吧
正面,2024-12-08 04:13:02 北京时间,保密,现在是掌控资源就够了，人口缺失可以进口。毕竟现在国家在国际的声望挺高，招一招手一堆人跑过来
中立,2024-12-08 10:30:06 北京时间,保密,回复 @黄老小哥 :美国虹吸的是精英 从而保持繁荣 [笑哭]目前我们吸过来的都是什么[疑惑]
负面,2024-12-09 03:03:53 北京时间,保密,回复 @黄老小哥 : 美国一直执行的是精英吸收政策，当时苏联也很缺人，但是因为制度原因精英根本就不去，所以当时苏联就吸收了很多第三世界的人，并且找去了很多老黑好吃好喝供着！结果是什么你自己去查吧
正面,2024-12-08 11:27:54 北京时间,保密,给他们退休工资停了
正面,2024-12-08 11:27:54 北京时间,保密,给他们退休工资停了
正面,2024-12-08 03:08:10 北京时间,保密,😧
正面,2024-12-08 04:19:17 北京时间,保密,短视
负面,2024-12-08 04:40:39 北京时间,保密,回复 @今天也吃两大碗 :🍬🖊️
负面,2024-12-08 04:41:34 北京时间,保密,回复 @今天也吃两大碗 :别太拿自己当回事儿，你就是一拉拉队，叫的再响也不是你上场打球。
正面,2024-12-08 03:08:10 北京时间,保密,😧
正面,2024-12-08 04:19:17 北京时间,保密,短视
负面,2024-12-08 04:40:39 北京时间,保密,回复 @今天也吃两大碗 :🍬🖊️
负面,2024-12-08 04:41:34 北京时间,保密,回复 @今天也吃两大碗 :别太拿自己当回事儿，你就是一拉拉队，叫的再响也不是你上场打球。
正面,2024-12-09 06:41:48 北京时间,保密,实际上是前人的智慧
正面,2024-12-09 06:41:48 北京时间,保密,实际上是前人的智慧
正面,2024-12-08 03:32:01 北京时间,保密,现代化已经扭转了整体观念。一但崩塌就是指数级的下降，根本不能维持国内人口9亿，除非大规模移民，而附近国家哪个没有生育危机的……
负面,2024-12-08 04:41:12 北京时间,保密,回复 @月之神使 :不用看国外除了印度以外观念不同，我们国家生育率低只是因为待遇太差，我之前在一个公办中学工作，里面有编制的老师不是二胎就是三胎，可以说只要待遇足够高，假期足够多，人口从来不会成为问题，至于现在，物以稀为贵，但最多的就是人。
负面,2024-12-08 06:23:08 北京时间,保密,回复 @雅淤 : 然而印度的出生率现在是咋样你知道么……西欧福利待遇那种程度，还不是要靠移民来平人口缺口，别指望把待遇拉上去人口就能回到更替水平。
正面,2024-12-08 03:32:01 北京时间,保密,现代化已经扭转了整体观念。一但崩塌就是指数级的下降，根本不能维持国内人口9亿，除非大规模移民，而附近国家哪个没有生育危机的……
负面,2024-12-08 04:41:12 北京时间,保密,回复 @月之神使 :不用看国外除了印度以外观念不同，我们国家生育率低只是因为待遇太差，我之前在一个公办中学工作，里面有编制的老师不是二胎就是三胎，可以说只要待遇足够高，假期足够多，人口从来不会成为问题，至于现在，物以稀为贵，但最多的就是人。
负面,2024-12-08 06:23:08 北京时间,保密,回复 @雅淤 : 然而印度的出生率现在是咋样你知道么……西欧福利待遇那种程度，还不是要靠移民来平人口缺口，别指望把待遇拉上去人口就能回到更替水平。
正面,2024-12-09 02:46:38 北京时间,男,结婚可以，生子买房还是算了。 当然结婚也得擦亮眼睛
正面,2024-12-09 03:40:55 北京时间,男,你结婚了父母就会催你要孩子的
中立,2024-12-09 03:50:19 北京时间,保密,回复 @Resasss :表你说没钱没时间不就好了吗[抠鼻]
正面,2024-12-09 03:54:27 北京时间,保密,父母买了房还不起房贷硬是把房子转给你了怎么办，我现在一个月6000多的房贷，自己在外地打工租房也要1000，工资根本不够花
负面,2024-12-09 04:06:16 北京时间,保密,回复 @Bacikal :只要本人不承认是房子就行了
正面,2024-12-09 04:06:45 北京时间,保密,确实，如果不要孩子，没必要结婚，现在光耍朋友就把结婚的好处都体验完了，还完美避掉了结婚的坏处
中立,2024-12-09 04:11:11 北京时间,保密,回复 @Resasss :催你你就要，没自己的独立思想人格嘛[笑]
正面,2024-12-09 04:11:33 北京时间,男,房贷车贷传宗接代，一个不占，获得成就无敌之人
正面,2024-12-09 04:13:55 北京时间,保密,笑死，催了也不
中立,2024-12-09 04:18:19 北京时间,男,我家里的话是：你去找头猪生都可以，不要你养[笑哭]，你不生就断后了
正面,2024-12-09 02:46:38 北京时间,男,结婚可以，生子买房还是算了。 当然结婚也得擦亮眼睛
正面,2024-12-09 03:40:55 北京时间,男,你结婚了父母就会催你要孩子的
中立,2024-12-09 03:50:19 北京时间,保密,回复 @Resasss :表你说没钱没时间不就好了吗[抠鼻]
正面,2024-12-09 03:54:27 北京时间,保密,父母买了房还不起房贷硬是把房子转给你了怎么办，我现在一个月6000多的房贷，自己在外地打工租房也要1000，工资根本不够花
负面,2024-12-09 04:06:16 北京时间,保密,回复 @Bacikal :只要本人不承认是房子就行了
正面,2024-12-09 04:06:45 北京时间,保密,确实，如果不要孩子，没必要结婚，现在光耍朋友就把结婚的好处都体验完了，还完美避掉了结婚的坏处
中立,2024-12-09 04:11:11 北京时间,保密,回复 @Resasss :催你你就要，没自己的独立思想人格嘛[笑]
正面,2024-12-09 04:11:33 北京时间,男,房贷车贷传宗接代，一个不占，获得成就无敌之人
正面,2024-12-09 04:13:55 北京时间,保密,笑死，催了也不
中立,2024-12-09 04:18:19 北京时间,男,我家里的话是：你去找头猪生都可以，不要你养[笑哭]，你不生就断后了
中立,2024-12-09 01:56:56 北京时间,保密,幸福小生活[OK]
正面,2024-12-09 03:36:14 北京时间,保密,？为啥咱俩情况一样？
正面,2024-12-09 03:45:21 北京时间,男,你结婚 不搞对象 你这个钱都花不完
正面,2024-12-09 03:47:58 北京时间,保密,感觉得把房东列入纳税名单
中立,2024-12-09 03:51:00 北京时间,男,勉勉强强够用[笑哭]
中立,2024-12-09 03:55:30 北京时间,保密,俺也一样，在光电园编程4000入不敷出，现在在父亲朋友厂里面上班[捂脸]
正面,2024-12-09 04:00:05 北京时间,保密,那你的4500是怎么花的，黄赌毒沾哪样了。
正面,2024-12-09 04:06:33 北京时间,保密,说实在的就是贫富差距大。有钱的不想生或者生一个没钱的结不起婚，生不起孩子。
正面,2024-12-09 04:08:26 北京时间,男,打游戏花钱吗？
正面,2024-12-09 04:15:42 北京时间,保密,湖北平均工资3500左右
正面,2024-12-09 04:17:31 北京时间,保密,你这个花的多啊 我在成都一个月两千六 包住外加一顿午饭 不出去玩的话还能剩一千多
中立,2024-12-09 04:17:35 北京时间,男,全充游戏了是吧[笑哭]
正面,2024-12-09 04:18:16 北京时间,保密,不考虑存钱，确实够花了
正面,2024-12-09 04:19:02 北京时间,男,5500，扣五险一金大概剩4500，房租扣完剩3500，平常一天你自己做一顿饭吧算一个月花500，还剩3000，不抽烟不喝酒不开车不沾黄赌毒，除了购物和充游戏我想不出别的了，或者你给家里寄钱那另说。
正面,2024-12-09 04:19:52 北京时间,保密,花哪去了刚刚够用？
正面,2024-12-09 04:23:52 北京时间,保密,甚至还能存点，我也是5500工资，房租1086，电费100，网费100，房贷2500，我妹读书有时候要买东西，或者报名都需要钱，
正面,2024-12-09 04:27:11 北京时间,保密,公司包两顿饭，房租1000，你还攒不下钱？那真是只能尊重祝福了
正面,2024-12-09 04:39:23 北京时间,男,不存钱，很容易走投无路
负面,2024-12-09 04:50:32 北京时间,男,回复 @航哈嘿呦 :当然是洗脚了
负面,2024-12-09 11:06:23 北京时间,保密,回复 @航哈嘿呦 :还有游戏
负面,2024-12-09 11:06:46 北京时间,保密,回复 @我加菲胖猫 :游戏
负面,2024-12-09 11:07:30 北京时间,保密,回复 @我加菲胖猫 :这个月要戒掉游戏了 这样才能存点钱
正面,2024-12-09 11:09:43 北京时间,保密,回复 @两天吃八顿 :这个月得把游戏戒掉 不然存不到多少 我的目标是每个月能存4000就好
中立,2024-12-09 16:30:48 北京时间,男,回复 @malpes :戒掉也没必要，戒掉充钱就行了[笑哭]不然不玩游戏你还会玩别的花钱的[脱单doge]
负面,2024-12-09 16:38:40 北京时间,保密,回复 @我加菲胖猫 :玩游戏的话一个月有时候能剩1000多
正面,2024-12-10 11:35:49 北京时间,保密,还能玩玩毒奶粉，美滋滋
中立,2024-12-09 01:56:56 北京时间,保密,幸福小生活[OK]
正面,2024-12-09 03:36:14 北京时间,保密,？为啥咱俩情况一样？
正面,2024-12-09 03:45:21 北京时间,男,你结婚 不搞对象 你这个钱都花不完
正面,2024-12-09 03:47:58 北京时间,保密,感觉得把房东列入纳税名单
中立,2024-12-09 03:51:00 北京时间,男,勉勉强强够用[笑哭]
中立,2024-12-09 03:55:30 北京时间,保密,俺也一样，在光电园编程4000入不敷出，现在在父亲朋友厂里面上班[捂脸]
正面,2024-12-09 04:00:05 北京时间,保密,那你的4500是怎么花的，黄赌毒沾哪样了。
正面,2024-12-09 04:06:33 北京时间,保密,说实在的就是贫富差距大。有钱的不想生或者生一个没钱的结不起婚，生不起孩子。
正面,2024-12-09 04:08:26 北京时间,男,打游戏花钱吗？
正面,2024-12-09 04:15:42 北京时间,保密,湖北平均工资3500左右
正面,2024-12-09 04:17:31 北京时间,保密,你这个花的多啊 我在成都一个月两千六 包住外加一顿午饭 不出去玩的话还能剩一千多
中立,2024-12-09 04:17:35 北京时间,男,全充游戏了是吧[笑哭]
正面,2024-12-09 04:18:16 北京时间,保密,不考虑存钱，确实够花了
正面,2024-12-09 04:19:02 北京时间,男,5500，扣五险一金大概剩4500，房租扣完剩3500，平常一天你自己做一顿饭吧算一个月花500，还剩3000，不抽烟不喝酒不开车不沾黄赌毒，除了购物和充游戏我想不出别的了，或者你给家里寄钱那另说。
正面,2024-12-09 04:19:52 北京时间,保密,花哪去了刚刚够用？
正面,2024-12-09 04:23:52 北京时间,保密,甚至还能存点，我也是5500工资，房租1086，电费100，网费100，房贷2500，我妹读书有时候要买东西，或者报名都需要钱，
正面,2024-12-09 04:27:11 北京时间,保密,公司包两顿饭，房租1000，你还攒不下钱？那真是只能尊重祝福了
正面,2024-12-09 04:39:23 北京时间,男,不存钱，很容易走投无路
负面,2024-12-09 04:50:32 北京时间,男,回复 @航哈嘿呦 :当然是洗脚了
负面,2024-12-09 11:06:23 北京时间,保密,回复 @航哈嘿呦 :还有游戏
负面,2024-12-09 11:06:46 北京时间,保密,回复 @我加菲胖猫 :游戏
