情绪标签,时间,性别,评论
中立,2024-04-18 04:36:23 北京时间,男,是不想生还是没法生？挣这么点b钱只要买房连穿衣吃饭都费劲，难道我让我孩子来就为了让他走我的老路？谁有能力谁生不就好了。
中立,2024-04-18 04:01:18 北京时间,男,我已经被害得生无可恋了还生孩子
中立,2024-04-18 02:41:16 北京时间,保密,评论发出来就没了……
正面,2024-04-23 00:49:51 北京时间,男,一直有个想问的。现在人口那么多，少点人不好嘛？我记得刚建国的时候也就5-6亿人，现在不都13亿人了。人这么多各个方面都竞争得厉害
负面,2024-04-23 13:18:23 北京时间,保密,根本没有讲到核心问题。生育降低核心还是生产资料转移了被集中了，大部分劳动人群没有获得生产力提高带来的收益。走资走社也早就讨论过了的，就是劳动剩余被谁拿走的问题。我们现在只是现在生产力还不够高，拿现在国内发达地区和欠发达地区一对比就清晰了，体制说明了体制没有问题，问题还是出在我们还需要努力往前冲一波，冲上去了成果是能够覆盖全体的。
中立,2024-04-20 12:20:29 北京时间,男,挺不能理解现在很多人的想法的，生育是自己的事，没必要各种喷，而且但凡学过经济的都知道人口是根本，人口下降最后苦的还是普通人，（这都是我的理解，如果要反驳那你的观点都是正确的）
负面,2024-05-31 13:23:58 北京时间,保密,"[喜极而泣]其实我觉得大多数人不生孩子还没到up说的考虑那么多东西的地步，就是简单的生不起，甚至结婚都结不起，再甚至连恋爱都谈不起，没钱还没时间,穷就算了还忙😅，穷忙穷忙的,当然穷要是不忙可能社会就不稳定了，所以可能这也是设计好的。,我觉得也没必要想那么多，能怎么活就怎么活吧，想那么多也没用"
负面,2024-05-30 13:16:21 北京时间,男,简单的经济问题，成本大于收益了嘛。我们获得的不够人的再生产的成本。
中立,2024-05-29 16:09:53 北京时间,保密,从逻辑上说有一定道理。但人是有感性呀。所以结论一定是不准确的，哈哈。
负面,2024-05-17 06:33:41 北京时间,男,生孩子目前看来是个投资回报率为负的事，爱谁干谁干，反正我不干
中立,2024-05-16 14:39:30 北京时间,男,富裕的地方人口出生率都高，而偏僻的地方出生就低……
负面,2024-05-16 05:23:45 北京时间,保密,这博主是本末倒置，把生孩子当成投资真是个人才！ 那富人为什么喜欢多生孩子，难道养育孩子比投资简单，孩子长大一定会带来更多财富？ 无数多的例子证明孩子并不能带来财富，富人难道不知道？生孩子是为了传承，也是人生必须经历的事情，更是维系夫妻恩爱的法宝。
负面,2024-05-16 00:59:14 北京时间,女,春运和五一的12306候补，各大热门景区的爆满，到底哪里人少了？我还嫌不够少呢，网上都说不生，现实里结婚就没有不生育的
负面,2024-05-14 09:17:04 北京时间,保密,谁有想让孩子重蹈覆辙呢？[妙啊]
正面,2024-05-13 17:59:50 北京时间,保密,别虚空索敌了，社会压力那么大，找个年轻人问问就行了。
正面,2024-05-13 16:12:34 北京时间,保密,越穷越能生吗？
正面,2024-05-13 11:17:26 北京时间,男,看完视频，感觉就是根据答案编过程，先是说过去养育成本和收益对比，论点是现在生育率下降是因为养育成本远远高于收益，但是论证过程中又说房价影响不高，因为日本无论房价高还是低，生育率一直在下降；这里up的逻辑出现了悖论，因为他放出了一张图，里面西欧国家的养育成本远远低于亚洲，但是总所周知西欧国家的生育率也是低了很多年了；所以按照up前面日本房价与生育率无关的逻辑，那这是否也能说明生育成本与生育率无关了？尤其最后说养育的好处远远高于坏处，但前面刚说韩国的生育政策好，生育率依然没有起色。视频像是为了醋包饺子，但是做出来了碗饺子面皮汤，只好把醋倒汤里再说了。
负面,2024-05-13 10:41:15 北京时间,男,说一句00后现在最大的已经24喽。
中立,2024-05-13 06:33:19 北京时间,男,这么多人，劳动力越来越廉价，生产需求也越来越多，人多不一定是好事，一辈子打工还房贷车贷，各种费用物价上涨，等存到钱了青春也早消失了
正面,2024-05-12 12:56:40 北京时间,男,回答弹幕一个觉得up是主观臆想的网友：封建社会推孝道是为了稳固经济社会基础，但不代表孝不存在。至于生育问题，我自己都觉得已经拖爸妈后腿了，自己活着也是为了以后照顾年老后的父母。自己已经受罪了，如果娶妻生子那岂不是让老婆孩子和自己受更多罪?为了自己轻松点，为了只让自己受罪，单身一辈子挺好
负面,2024-05-12 07:19:45 北京时间,保密,因为一些原因把生意转让掉了  想着找份工作搞搞，江苏这边大部分都是8小时单休4500左右  想拿个6000+就是12小时2班倒 虽然付出了这么多时间但这点工资真的要养活一家三口真的是要节省着来 大部分人努力付出了一辈子也就解决了温饱，没什么娱乐，没什么兴趣爱好，浑浑噩噩的一生就这么过完了，现在想得开的年轻人特别多，生育的成本太高，难免就有人躺平了，反正一句话 工时提高，把劳动法好好实行就他妈行了，一堆专家在那研究来研究去，一天到晚放狗屁，这些人拖累了老百姓一辈子
中立,2024-05-10 11:31:59 北京时间,保密,"我还没毕业，我妈就急着催婚了，每次回家都催我赶紧找女朋友，还给我推荐相亲对象，天天教育我以后一定要生一儿一女,老一辈的生育热情真是令人费解"
中立,2024-05-08 00:55:43 北京时间,男,随便了，对妹子都没兴趣了，自己过挺好
中立,2024-05-04 08:52:17 北京时间,保密,14年工资5000 ，24年工资5000
中立,2024-05-04 08:28:21 北京时间,保密,我有个学生，他父亲给他六年花了50多万培养足球，身边玩的人都是特长生不学习不着调，结果高考文化课没过，去了个职业学院，大二就把一个姑娘肚子弄大了，女方家长去学校闹事最后把他开除了，现在在朋友饭店烤串，现在培养孩子真的是亏本买卖，不可控因素太多了。
中立,2024-05-03 06:30:43 北京时间,保密,穷人是最直接的消费端。穷人越少钱越不值钱。
正面,2024-04-30 21:44:20 北京时间,保密,不结婚除了了没人收尸，其他时光开开心心
正面,2024-04-28 05:06:23 北京时间,保密,以前一个人可以养4.5个孩子，现在，你能养活自己就不错了
负面,2024-04-25 15:12:55 北京时间,男,特别讨厌人口红利的说法
正面,2024-04-25 05:38:02 北京时间,保密,地球ol√都不玩
正面,2024-04-24 03:12:06 北京时间,保密,90 00 这批人在工作这方面是最惨的，人多的一比，不好找工作，老了之后又没人了，养老估计都得不到保障
负面,2024-04-23 04:56:19 北京时间,男,没事啊，发达国家人口少，所以我们这是正在步入发达国家阶段
正面,2024-04-23 04:32:38 北京时间,保密,很多人意识不到，或者说知道也不会说，分配问题是最根本的问题，资本的增值远超过劳动力增值的速度，同时资本不需要费力，而劳动是我们真真切切地在出力。同时资本逃逸的能力又远超过劳动力，这导致不敢对资本征重税。但追根到底，自己攒起来的资本倒也没什么，这是劳动积攒而得，但继承法的存在就会让很多人一出生就差距过大，进而形成马太效应，类似古代的历史周期律。因此，我觉得继承的存在是分配难以合理的重要诱因，是不是根本原因我不敢说，但必然是重要因素。
正面,2024-04-23 01:20:54 北京时间,保密,发展中国家太快是这样的，中高产都出国生孩子，现在在国内生孩子是对孩子不负责。。
中立,2024-04-22 19:28:04 北京时间,保密,25号宇宙，已经做出了解释
中立,2024-04-22 14:08:13 北京时间,保密,"嗨呀 鼓励多生是针对中产以上的优质家庭而言的 有钱有闲才能更好的养育 给予优质的教育资源,我这种拿着点小工资的底层 婚都不敢结 现在是啥魔幻的大环境啊,万一碰个骗婚 闪离的 再把父母半生打拼换来的婚房婚车分走一部分还活不活了 这些资源让养育你一生的父母享用他不香嘛,最骚的是现在官方还下场站台了可还行,所以不怪我们这代不生娃 婚都结不了 生个der,哦对 现在是黄毛版本 因为孩子非亲生不是你不付抚养费的理由 ,没有事前契约协议的话 离婚后一方收入不能维持正常水平还能起诉前任获取生活费和住房(或房租),可能目前的版本答案是签署婚前协议和把财产转移给父母再找个比自己条件好的了吧,反正目前这抽象的环境 在没有抵抗风险的前提下 结婚是不可能被考虑的情况 啊 真爱除外.........吧....."
负面,2024-04-22 04:45:13 北京时间,女,up主说那么多没用的，就是不敢提最根本的几点问题所在，相反还在洗地[doge]
中立,2024-04-21 11:43:27 北京时间,保密,我小时候就是吃稀饭喂母乳长大的，奶粉什么的想都不要想
正面,2024-04-21 06:15:15 北京时间,保密,啥也不说了，让惊涛骇浪来的更猛烈些吧
正面,2024-04-20 22:40:48 北京时间,保密,"我还有个弟弟，传宗接代交给他了，我就负责给爸妈养老得了。不想跟我爸妈似的天天吵架,没必要花钱找罪受"
负面,2024-04-20 11:40:59 北京时间,保密,你瞅瞅你说的这叫什么话。我们是不生吗？我们说不生了吗？净搁这儿胡编乱造。我们那明明叫“调生”[doge]
正面,2024-04-20 10:02:38 北京时间,男,只能说关我卵事，只希望社会尽量稳定不影响正常生活，然后活好自己
正面,2024-04-20 08:02:44 北京时间,保密,有人说什么机器坏了是要修的，问题是机器关了可以看作是无消耗，一台机器关1个月和1个人无工作1个月是同一回事吗，机器甚至可以报废卖铁，人可以报废直接火化吗。
中立,2024-04-20 03:13:09 北京时间,保密,没这么多原因就是算账不划算。现在去养个个孩子供到大学，大概率也只能做个拿万八千的，扣掉房租生活消费，根本指望不了孝敬父母。这还是大城市。
负面,2024-04-19 18:24:16 北京时间,保密,我就是八零后，这说的不就是我么[笑哭]
负面,2024-04-19 16:59:02 北京时间,保密,20后估计只有1亿人了...到时候真的是14亿人，有4亿是退休老人...3亿未成年人，7亿成年人，实际参加劳动只有6亿人...  工资1万，要缴纳社保5000的...
中立,2024-04-19 15:44:49 北京时间,保密,有那么大的人口缺口，为啥还是那么多人找不到工作呢，不太理解
负面,2024-04-19 14:57:03 北京时间,保密,我想结婚，但是现在的女生吧。。。都像小公主，没有人能有蕾姆那种温柔的感觉。根本不想恋爱。没有喜欢的，结什么婚。
负面,2024-04-19 14:10:39 北京时间,保密,我这个ip的人是真的拖后腿喜欢生，随便举例一个亲戚家四个小孩生了七个孙，无语，越落后越喜欢生
中立,2024-04-19 13:52:11 北京时间,保密,水总是向阻力最小的方向流淌，人其实也一样。
负面,2024-04-19 13:13:32 北京时间,男,人口 不肯能无限增长，老龄化 是必然要面对的问题[doge]
负面,2024-04-19 10:58:30 北京时间,男,自己都那么遭罪 为什么要生个儿女出来和自己一样受罪
负面,2024-04-19 03:58:40 北京时间,保密,双休和底薪都不能保证，保证生育？
负面,2024-04-19 01:18:55 北京时间,保密,狠狠地赞了[笑哭][笑哭][笑哭]。这个道理我也跟身边的人说过，但是他们发自内心的抗拒这种观点。当然up比我说的更清晰简洁
负面,2024-04-18 19:26:01 北京时间,男,车、房、教育、医疗，这四样绝对是绝大多数家庭开销最大的四样，但是这四样说白了，只是现代社会作为一个人最基本的四样（有安身之所、出行不受阻、能初步了解世界并有一技之长、有一个好身体），普通人真正花在享受上的钱其实又有多少呢？等于说累死累活大半生只是为了基本生存做保障，还不一定能达成这一点，那为什么在自己都没达成目标的情况下，再生孩子，多给自己加一份负担呢？并且很大可能还要看着自己的孩子也过这种日子。所以说为什么要从物质和精神方面双重折磨自己？有这受虐倾向，不如闲了多抽自己几巴掌[OK]
正面,2024-04-18 13:54:06 北京时间,保密,b站小孩少听这些up分析，中国的体量最差按照日本那样失落三十年甚至五十年都活得好好的，想生就生不想生就不生
负面,2024-04-18 13:17:34 北京时间,女,老玩家拉新人入坑不没福利，还直接给老玩家加个debuff[龙年]
负面,2024-04-18 08:11:59 北京时间,保密,哈哈哈，说得挺有道理，笑死我了！
中立,2024-04-18 05:33:50 北京时间,保密,天性不是吃饭睡觉吗？
正面,2024-04-18 04:20:26 北京时间,男,我还在为吃饭奔波！
负面,2024-04-18 02:57:14 北京时间,保密,穷人绝了再过几十年不就都是富人了[星星眼]
正面,2024-04-18 02:28:17 北京时间,保密,你年轻不生，老了没人管你，都知道你是孤老，周围人都会欺负你。还有。祖祖辈辈都是父压榨孩子，你不生俩，你不就吃亏了？
中立,2024-04-20 11:45:31 北京时间,保密,最好的方法是：不干涉生育率，靠自然选择，不接受不孕主义的人的才会有后代，接受不孕主义的人过几代就会绝种，韩国人口基数少，可能遭不住这个自然选择，但是在某个国是完全可以的。其次，将生儿育女完全看做是经济行为是完全片面且错误的，我敢说绝大多数家庭，生儿育女都不是为了回报。。
负面,2024-05-16 05:31:19 北京时间,保密,视频忽视了两点，一是人有感情，养儿就是能防老：即使没有思想束缚，当一个曾经不遗余力帮助自己的人逐渐无力，我也会一定程度伸出援手。二是人就是需要子女养老：一个老人或者两个老人，自己都顾不过来，更不可能互相照顾，指望养老院？还是年纪大了直接死？还是拿钱找一个时刻准备毒死自己的小年轻？当然这两点只针对正常思想的人，卖女儿换嫁妆一类的父母，和瘫死在家里啃老的孩子不谈。综上，养儿能防老，防老需要养儿，所以养儿是防老的充要条件。只是现在年轻人没考虑那么远。
正面,2024-05-13 03:01:17 北京时间,保密,批判小农思想本身就是偏颇的，西方发达国家小农思想更严重，小农思想的核心是阶级固化，一辈子就干父亲干的活，小富即安。把小农思想当原罪，你西方芭比不得跳起来打你，人家高大上的inner peace在你嘴里成了什么玩意？
负面,2024-05-10 09:41:50 北京时间,保密,可能我物质条件还可以，但也觉得一个小孩还是要生的，所以我生了个女儿，有些脑*会说将来你女儿嫁人后你的财产都改姓了，笑话，我女婿还能继承我的财产？我早花干净了[doge][doge][doge]个人家中4个人只有我老婆带小孩，老一辈的带小孩也没耐心只会大道理说应该父母带，然而我也没耐心带小孩，以前别人劝二胎还不好意思多反驳怕得罪人家，烦不胜烦后我都说生二胎可以，谁劝的谁来帮我带到18岁，中间产生的费用我出。到现在不想忍了，我都是问TA你怎么不早点死？》
负面,2024-05-10 01:03:01 北京时间,保密,婚都没人结，还哪有孩子，彩礼高，最近老是刷到骗婚骗彩礼的视频，就算要回来她也会吃掉你30%以上的彩礼，你如果不是和对方相处个几年，谁给你勇气去结婚的[嗑瓜子]
负面,2024-04-20 12:20:25 北京时间,男,全世界每年那么多人，花那么多钱养宠物，是出于什么投资回报的考量吗？[呲牙]
负面,2024-04-19 13:44:38 北京时间,男,我说一句，龙年小高峰[doge]
负面,2024-04-18 23:25:24 北京时间,保密,Big胆[吃瓜]
负面,2024-04-18 04:28:23 北京时间,男,如果我大学毕业能包分配，我会不结婚生孩子？
负面,2024-04-20 20:22:55 北京时间,保密,我有一个观点即鼓励富人多生孩子，穷人最好不要生孩子。因为富人的孩子一出生就在罗马，穷人的孩子大多数成为牛马。穷人不生孩子可以更好的生活，富人多生孩子因为继承问题会导致自身财产的不断分割，并且在穷人阶层的不断减少下会逐渐变为新的贫困阶层。就像推恩令一样，富人阶层在增多的同时在减少，穷人阶层在减少的同时在增多。
正面,2024-05-05 18:10:20 北京时间,保密,共产主义abc
负面,2024-04-24 15:18:52 北京时间,保密,看看推的新闻
正面,2024-04-23 13:36:42 北京时间,保密,这个我熟
负面,2024-05-27 06:06:11 北京时间,保密,都在说没什么钱，就算有钱，愿意降低自己的生活质量，去过上一去无法回头，回报还不稳定的生活的人也越来越少了
负面,2024-05-26 11:55:04 北京时间,男,就算按照现有的出生人口不变，30年后就是1个年轻人3个老人了。关键出生人口未来三年还会继续降[笑哭]
中立,2024-05-26 03:34:11 北京时间,保密,也许你觉得自己是个例，孩子为爱而生为责任而生，但你不能否认除你以外的绝大多数人会惯性思考孩子带给自己的长线利益，而爱和亲情会给利益悄悄让步
中立,2024-05-23 14:23:57 北京时间,保密,有人说过，因为人类组建会之前都是为了自己的利益不择手段，只是缺乏安全和稳定，为了最大化自己的利益牺牲掉一些大家都愿意牺牲的权益才组建了社会，所以从根本上来说没有人愿意自己的利益被人被社会损害。
正面,2024-05-23 03:17:18 北京时间,保密,我们海南澄迈农村彩礼平常不会超5万，都是18888-28888-38888，有钱人除外
中立,2024-05-19 04:44:37 北京时间,男,看来现在真的不能怪年轻人不生小孩啊
负面,2024-05-18 09:07:24 北京时间,保密,过去独生子女，一对夫妻基本没有养老压力，因为老人有多个子女，等于一对夫妻只要养1.5口人，现在两个子女，一对夫妻要养6口人，关键工资还不涨
正面,2024-05-16 00:39:36 北京时间,保密,感觉中间一段就是自己的臆想
中立,2024-05-14 07:41:02 北京时间,保密,家长活的不容易，孩子都看在眼里，所以孩子们不结婚或是结婚后不要孩子。
负面,2024-05-13 15:53:45 北京时间,男,穷加上男多女少，我不啃老能养活的起自己就不错了
负面,2024-05-13 12:37:25 北京时间,男,现在的生育主力主要是90后，但是90后受到计划生育影响，在中国的年龄结构里面占比较少，而他们的50、60后的爷爷辈又是处于人口大爆炸的那个时代，所以数据反映的并不全是年轻人不生的问题，但这也表明一个趋势，等到90后老去的时候，数据就好看了[滑稽]
正面,2024-05-13 03:45:00 北京时间,保密,一个时代一个政策，一个时代一批人，下一批人什么想法现在人又怎么知道？就像清末期中国人也没想到现在的后代是这样，活在当下，不负此生就好。
中立,2024-05-12 15:56:38 北京时间,男,完全能被父母遥控的人确实可怜又可笑
正面,2024-05-12 11:43:48 北京时间,保密,所有人口大幅下降的省份都是出名的经济不发达+没有国家大力支持的省份。他们不生可太对了。穷乡僻壤，又得不到像西部地区那样的支持力度，那里的人老百姓仿佛被抛弃一样，脑子正常的人都会想要离开那里。直到留下来的人足够少，竞争压力越来越小直到有足够的机会让人可以发展下去，否则这几个省份的人还要一股劲的外流。
负面,2024-05-12 07:16:27 北京时间,男,趋利避害人之常情，却归位自私自利不懂奉献呵呵。。
正面,2024-05-12 05:47:46 北京时间,保密,讲家庭的部分不敢苟同，家庭的概念被解构并打碎之后日子只会更苦，无论老少。
负面,2024-05-12 05:22:52 北京时间,男,我支持儒家是因为我是贵族我要约束你，你支持儒家是因为你没脑子[笑哭]
中立,2024-05-11 20:03:24 北京时间,男,新疆人口正增长是最幽默的，大街上都没几个人，我的初高中同学，毕业搁这边发展的一只手都数的过来
正面,2024-05-10 18:33:55 北京时间,保密,"引用名言——懒惰是人类进步的阶梯。趋利避害亦如是。,张口就试图让你吃苦的，都是一开始就试图站在道德的高点去批评你的，他的话参考价值极低。这年头为什么这么多人喜欢喝鸡汤？因为鸡汤至少出发点是良善的，并没想害你。而真正关心在乎你的人，根本不会只动动嘴皮子"
负面,2024-05-10 14:01:22 北京时间,男,挺好笑的，现在风气可是一切向钱看，那赔钱的买卖有人想做吗？ 至于赔钱的买卖是啥，呵呵
中立,2024-05-10 13:01:54 北京时间,保密,不要只看出生率跟死亡率，要知道现在死亡的那批人都是什么年代的，那年代一生就6-7个，现在生2个算平常，1个或者晚生的也很多，这样一对比就很明显了，等人口稳定下来大概就6亿以下，这才是真实情况，而不是现在的人不想生或者生育率低的问题，最根本上的问题是生得太少了，要想涨起来先让大多数人都生6个
中立,2024-05-10 06:52:32 北京时间,男,大学不免费是因为发展全靠优秀科学家，而这群人成长都不需要大学或者一路轻松拿奖学金甚至特例吃住跟学费全免？而且社会也不需要太多中层精英所以用学费拦一部分人？
负面,2024-05-10 06:48:47 北京时间,男,不知道，但是自己知道自己什么德行，还是不要霍霍人的好[脱单doge]
负面,2024-05-10 04:05:31 北京时间,保密,"老牛干了一辈子也不会觉得干活有啥不对，以前人知识储备不高自然也如井底之蛙一般不知进取不思改变。,如果给老牛人的思维，那它还愿意这样一辈子勤勤恳恳任劳任怨吗？,同理，让我们开阔了视野却还要我们过以前的生活，何其残忍。"
负面,2024-05-10 02:15:27 北京时间,男,去年我老家县城出生200个[嗑瓜子]
负面,2024-05-09 03:19:59 北京时间,保密,出生率低吗？那么多出生专家呢
负面,2024-05-07 12:24:31 北京时间,保密,我成长过程一直和老一代人一起度过的，目前未婚，不打算结了。有人愿意嫁我不愿意娶，我追求的婚姻是可以带来精神世界的满足。太穷了，婚后分局两地，老婆孩子在家，我在外打工，一年回去一两次，结婚是为了什么呢？这种日子没法过，后半辈子不是为自己而活的，为了那点自我安慰不值得
负面,2024-05-06 08:23:21 北京时间,保密,中国父母大部分愿意帮助带娃 都这个出生率。哈哈哈
负面,2024-05-06 08:15:31 北京时间,男,屁股歪的我害怕，感觉能有你这些观念的人可能不太配被称为人[吃瓜]
负面,2024-05-06 01:33:10 北京时间,男,死了的那一半去哪了，我身边也没见几个去世呀[思考][思考][思考]
负面,2024-05-05 22:43:06 北京时间,保密,多子多福是伪命题 卖女儿的彩礼也是民国后才出现的不正之风 你以为重男轻女是为啥
正面,2024-05-05 22:40:09 北京时间,保密,是年轻人不爱生孩子吗 是年轻人没钱啊
中立,2024-05-05 17:55:16 北京时间,男,"生活成本提高了，自己都特么活不起，还养个小孩？,结了婚要和父母分居吧，那你得有两套房，是有家庭有多套房，但是都是拼死拼活地贷款买来的，一个月还贷就要6k，你一家收入可能才1.2w，一家三口吃饭出行水电又最少是3k，生个病照顾个老人送个礼你还剩几个子？,再一个，彩礼40w，给的起么，给了之后一辈子忠贞不渝？劈腿了男方能得到合理的赔偿吗？不能,就该你老龄化严重，就该生育率下降"
正面,2024-05-05 00:55:23 北京时间,保密,你为什么总要假象出有个敌人是在迫害你，没有可能是每个人自己的选择。
负面,2024-05-04 16:52:28 北京时间,男,这视频质量还要我投币阿
负面,2024-05-03 14:59:50 北京时间,保密,繁衍后代是所有生物的天性和本能，当一个物种拒绝或停止繁衍后代，那唯一的原因就是意识到本身所处的生存环境不适宜后代生存。
正面,2024-05-03 10:21:52 北京时间,男,太极端了
负面,2024-05-03 01:40:02 北京时间,保密,就是养孩的收益远低于成本，本质还是压力大嘛。跟高房价没区别！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜]
负面,2024-05-01 11:33:27 北京时间,保密,说不定我能在有生之年看到人工子宫和社会化抚养的大规模运用？[思考]
中立,2024-04-29 15:04:25 北京时间,男,我先把自己养活好，然后买套房，买辆车，再存点钱防风险，再存点彩礼钱，再存点养孩子的钱，嗯，得有计划的生嘛，目前没有这种实力，只好调生调一下了，下辈子见。
负面,2024-04-29 09:28:57 北京时间,男,在自然界里繁衍是生物的第二目标，第一目标是活下去，当自然环境的压力过大，生物第一时间需要考虑的是怎样活下去，而不是怎样繁衍后代，即便自然界告诉你繁衍后代就能活下去，但是大部分生物基因低层DNA还是会让你选择自活而不是繁衍后代[妙啊][妙啊][妙啊]
中立,2024-04-29 04:27:45 北京时间,保密,这是好事，恭喜。
中立,2024-04-27 05:40:07 北京时间,保密,笑死，不会还有人把人口红利这个词当正面词汇吧
负面,2024-04-26 22:24:35 北京时间,男,就没人和我一样单纯不喜欢小孩子所以不想生的吗？不是钱的问题就是纯粹嫌麻烦不想要[藏狐]
正面,2024-04-26 07:26:59 北京时间,保密,怎么还有这么多
正面,2024-04-25 07:10:41 北京时间,男,我和我老婆是牛和马，我们跨物种无法繁衍，有生殖隔离。等下辈子托生到人身上再生，先调生下。
负面,2024-04-24 16:39:41 北京时间,男,生育率下降的原因是多方面的，如果你把原因都归结于传统文化的糟粕，并用来散射攻击整个传统文化，我不得不怀疑你的成分
负面,2024-04-24 16:32:01 北京时间,保密,"中国的蔬菜水果现在还比较便宜，但是当70后之前的去世之后，如果不能实现水果蔬菜机械化，那么价格会起飞。90后之后的不会去吃那个苦。,,其实解决农村老龄化很简单，再把企业搬回农村。哪里有工作，人才会在那里定居。"
负面,2024-04-24 06:07:16 北京时间,保密,核心还是宋明理学那一套。。。
负面,2024-04-23 19:25:26 北京时间,保密,"唉，寒假的时候刚刚跟家里说过现在不好就业,一开学就打电话说等我工作了要多帮帮家里,咖喱有没有米我能不知道吗，一个月八百块我是能寻思自己是富二代不成,你知道他们实际说的什么吗，我还是美化了的,我爹说你不要想着整天在家里混吃混喝，赶快给我出去挣钱去，老灯找工作的事情帮不了一点还觉得我毕业就能找到工作"
正面,2024-04-22 22:38:56 北京时间,保密,902好呀，900，没有突破800大关，2，统计学最喜欢的数据
负面,2024-04-22 11:38:03 北京时间,男,都别生！看你们以后还怎么说你不干有的是别人干[OK]
负面,2024-04-22 09:23:35 北京时间,保密,人口历史之最，完全没有可比性 ，清朝才4亿
负面,2024-04-22 06:53:34 北京时间,男,噢，有解决办法吗？
负面,2024-04-22 03:52:35 北京时间,保密,我想永生、不想生孩，怎么办？这样也可以应聘新生儿，两难自解[脱单doge][脱单doge][脱单doge][doge][doge][doge]
负面,2024-04-22 03:02:42 北京时间,保密,"因为没钱了呗 我媳妇俩月没发工资 我也拖欠一个月了,这一个还是前几年好一些时候生的  现在的这个经济条件  换几年前我肯定不生"
负面,2024-04-22 01:39:33 北京时间,保密,很明显，仍在生娃的都是家里不缺劳动生产力的；缺的家庭一直都缺，过去缺未来也缺，既然无法摆脱困境，不如让自己过的好一些。
负面,2024-04-21 15:08:36 北京时间,男,什么叫物以稀为贵  人太多了 他就不值钱了
负面,2024-04-21 15:07:05 北京时间,保密,到k值了[OK]
负面,2024-04-21 14:56:46 北京时间,保密,以前人大多不上大学，高中或者技校毕业就参与工作，二十岁就开始被周围人撺掇着相亲恋爱结婚，往往是稀里糊涂的就生了孩子，现在大家有的是年岁思考自己的人生和未来，越想越不想结婚生子
负面,2024-04-21 12:47:13 北京时间,保密,这么说吧，现在的现状非常不适合年轻人们恋爱结婚生子，除了加班就是内卷，还有被资本捧杀的一些女性，出生率怎么上去？真可悲
中立,2024-04-21 12:46:54 北京时间,男,工资不涨反降，上5休2，今年变成上6休1，你还让我生孩子？一个人开始干2个人的活
中立,2024-04-21 10:26:47 北京时间,保密,娶不起，养不起。你还想要我咋的
负面,2024-04-21 09:35:47 北京时间,保密,别扯淡了，就是它穷的...一天到晚累的要死，做爱的心情都没了，哪有怀孕的可能啊，再加上本来结婚就晚，已经错过生育的最佳时期
中立,2024-04-21 09:32:20 北京时间,男,英语学习启动
正面,2024-04-21 09:12:18 北京时间,保密,别太追求生命存在的意义
正面,2024-04-21 08:19:46 北京时间,男,"我感觉博主说的很多是有道理的，至少他给我们提供了一个新的思路，不是像很多以往的论调一样，单纯归结于年轻人不能吃苦，不愿意承担责任。而博主是进一步的的探索了背后的动因，也就是探索意识背后的物质，社会存在决定社会意识，社会存在的变化直接反应在社会意识上。随着时代变化社会意识发生转变，但是社会意识又具有相对独立性，并不能完全快速转变也就产生了新旧观念的碰撞。,关于孝文化的讨论：如果用常规思维来考虑的话，我们想象不到生育下一代是一种一定要带来收益的投资，认为这只是人类生存繁衍的本能。但是人类的行为是受意识支配的，在小农经济繁衍后代收益的确是高于成本的，人们无需对抗本能，也就生育了后代，在没有察觉的情况下就已经完成了投资的过程，而父母出于对孩子的掌控和对资源的获取也就形成了孝文化（可能也是无意识形成的）完成了,  父母→子女（投资）→孝文化（利益维护）→父母（孝的受益者）   这一过程。,如果单纯把孝文化解释成最基础的人伦关系，那么又为什么会形成这种人伦关系？这之间又缺乏了讨论。这是我给出的见解，不一定准确。欢迎讨论。"
负面,2024-04-21 08:15:31 北京时间,女,对于工作，既然我不干有的是人干；那对于生孩子，我不胜也有的是人生[脱单doge]
中立,2024-04-21 07:50:09 北京时间,男,居然还有弹幕说回农村的，回农村，你就业机会在哪里？农村也是在想法集中人口清地皮去卖地，而且受制于农村人口老龄化太快，很多产业已经被摧毁了。在城市打零工还能活一活，回农村一点活路都没有
负面,2024-04-21 05:01:25 北京时间,保密,为了不生，无所不用其极；为了生，无所不用其极。
正面,2024-04-20 12:09:40 北京时间,保密,英语口语还是挺难学的
负面,2024-04-20 11:56:12 北京时间,保密,总结:  没钱[tv_斜眼笑]
负面,2024-04-20 11:20:41 北京时间,保密,"当环境不再适合生存时，动物首先会停止繁衍，其次是大迁徙。,,——赵忠祥《动物世界》"
正面,2024-04-20 10:54:12 北京时间,男,才11年而已!
正面,2024-04-20 07:47:14 北京时间,男,增长的都是经济相对发达地区，实际上还是因为这些地区的出生率减少从而更需要其它地区的年轻人迁徙至此保持经济稳定而造成的人口增长假象。
负面,2024-04-20 06:34:26 北京时间,保密,哪有那么多p事，想生就生不生就不生呗，别说什么环境影响周围人都结婚了这种屁话，你能被他们影响说明你1是本身还有余力2是你根本没有根绝生孩子的念头，如果你活得很吃力的话你根本不会把目光放到生孩子这件事上，因为你每个月都在为下个月发愁，如果你没经住影响生了就不要抱怨，说到底这还是你的决定没人逼你，你不能只看到好处忽略问题，别人组成家庭共享了天伦之乐但也有养育的重担，你单身自在但肯定多谢孤独
