情绪标签,时间,性别,评论
负面,2024-12-08 03:35:00 北京时间,保密,问题是，随着人口的减少，教育水平也并没有相应上升啊[吃瓜]
中立,2024-12-08 03:00:09 北京时间,保密,up主是想告诉我们，有的人不是蠢，是坏
负面,2024-12-08 04:40:09 北京时间,男,没错，所以现在生娃最亏，是最高的代价得到最小的收获，等我们孙子辈会过上好日子，但这都是多少年后的事情了，这一切都是在风调雨顺的前提下。[笑哭]
负面,2024-12-08 08:27:42 北京时间,保密,不是不着急，而是反应没这么快，还要好些年才会后知后觉。像我们当地，16 17年出生人口明显增多。当时管理部门就没想到，以后学位会紧张，没提前布局规划。而是在22 23年时，在看到小学入学爆满，教室拥挤不堪。他们才有点着急了，才趁着规划新修了很多学校。反正就主打一个毫无预案，后知后觉[吃瓜][吃瓜]
正面,2024-12-08 08:51:03 北京时间,女,不着急说明还没到危机线，真急的时候，你见过他们会干啥的 看80-90年代就知道
正面,2024-12-08 02:00:41 北京时间,男,指望人口减少来提高人均GDP，怕是GDP掉的比人口减少来得更快更猛
负面,2024-12-08 07:50:37 北京时间,男,做蛋糕时人越多越好，分方案…
中立,2024-12-09 03:32:49 北京时间,保密,新冠咋结束的来着？
负面,2024-12-09 11:02:47 北京时间,男,“只要产业升级发起进攻，一切都会好起来的。”[doge]“买菲洛，产业升级。。。产业升级没有信心，没有发动进攻。”
负面,2024-12-08 10:43:32 北京时间,保密,"分配制度呢？,人口结构呢？"
负面,2024-12-08 09:23:50 北京时间,男,天天打孩子，某天不打了就相当于给孩子奖赏了
负面,2024-12-08 16:20:01 北京时间,保密,提前给大家拜个早年，其他的说一句删一句没办法
负面,2024-12-08 11:45:02 北京时间,保密,你把罚我的钱 还给我先 丢了的工作损失补偿
中立,2024-12-10 00:01:11 北京时间,男,还有个问题就是按照up说的转型成高端产业，低端产业逐步淘汰。那进入高端产业需要的学历和履历也会变更加苛刻，而我国高学历人口才不过20%，剩下80%去做什么？然后AI还会逐步替代人工。总不可能剩下的人全员下岗失业潮吧，这样不是只会拉大贫富差距吗。这样看来经济形势还是不容乐观啊。
中立,2024-12-08 03:27:35 北京时间,保密,人类这种生物，哪怕只剩800人也会在短短几百年间发展到80亿，怎么可能会着急？
正面,2025-01-01 10:17:34 北京时间,女,新生了400万 还是很多啊
负面,2024-12-08 07:34:11 北京时间,保密,人口减少对高层住宅需求减少，穷人自我绝后剩下有产阶层，国家20年后可以再搞一波大拆迁，拆除高层住宅，建设别墅社区、联排社区～又能发展20年！
负面,2024-12-10 02:18:58 北京时间,男,它不急我也不急，我不给它打工说是[海虎表情包_有点极端了]
正面,2024-12-08 04:17:17 北京时间,保密,如果不能突破现有的国际吸血体系，仅仅是换庄，我国十四亿人想成为顶级吸血者，达到现在发达国家人均水平，几乎不可能。因为整个地球才六十多亿，血包不够
中立,2024-12-08 07:48:53 北京时间,保密,你先搞清楚你们老爱说的国家到底是谁？
负面,2024-12-08 01:51:09 北京时间,保密,看不懂是因为你们不在那里[辣眼睛]
中立,2024-12-08 07:29:02 北京时间,保密,工人的工资太低了 还是计划生育好
正面,2024-12-09 05:02:29 北京时间,男,感觉这期质量不是很高。（与之前相比）
负面,2024-12-08 15:29:41 北京时间,保密,“当代不是高精尖的人才的话，你也没必要生了，你这辈子送完外卖安心绝后就行了，等未来变成发达国家的生活，那并没有你和你后代的位置
正面,2024-12-08 11:27:42 北京时间,保密,我觉得并不着急，相反是有意为之
正面,2024-12-08 09:18:19 北京时间,保密,20年前独生子女都到生孩子的年龄了他们的福利还没落实到位，现在二孩三孩你还想有福利？
正面,2024-12-08 02:30:44 北京时间,保密,人口下降还有很长时间，比人口下降的更快的是经济
中立,2024-12-09 03:10:44 北京时间,男,还在强者的一切都是真理的阶段，甜甜圈和讲师肯定有话说。少数人精英理论的鹦鹉
负面,2024-12-09 04:51:12 北京时间,保密,柴烧完了灰要铲掉，顶多撒地里杀杀虫
负面,2024-12-08 13:10:39 北京时间,男,"你现在生个孩子，孩子大学毕业后投入社会工作，这期间要间隔大约22年。,谁知道22年后AI的生产力到什么程度了"
中立,2024-12-08 14:40:46 北京时间,保密,短期来看问题不大，长期来看相信后人的智慧
正面,2024-12-09 11:28:30 北京时间,保密,只要把时间放长，长痛也会变成短痛，痛过之后才是天明
正面,2024-12-09 03:42:18 北京时间,保密,发达与否与人口无关。  而是制度
中立,2024-12-08 01:48:03 北京时间,保密,一是国家需要高素质人才，二是现在有更要紧的事解决，三是中国资源确实承担不了这么多人，四是钱，五是人口政策的连续性
中立,2024-12-08 14:28:52 北京时间,保密,要实现人均4万美元的GDP，最简单的办法不是减少人口，而且把美元汇率打下来。只要打掉美元的全球霸权，就可以了。
中立,2024-12-08 10:09:53 北京时间,保密,你这只是存量思维，不是增量思维！
负面,2024-12-08 01:26:35 北京时间,男,人口，换言之，市场规模，才是一个国家最重要的资源。
负面,2024-12-11 04:14:01 北京时间,男,up只讨论了总人口gdp数字啊，到时候全是中老年人，如何撑住这个gdp呢？
负面,2024-12-09 04:39:18 北京时间,保密,UP你考虑经济的同时有没有想过20多年把十亿级的国家人囗结构进行调整的代价是什么？在国际市场回暖未知，而贸易壁垒又日渐加高下，你觉得是我国现在的出囗产品不够物美价廉吗？这是单单的经济问题吗？你呼吁方向没错，但给我新闻学与哈耶克经济学双修的美[呆][呆][呆]
负面,2024-12-09 00:55:13 北京时间,男,什么时候彩票中一等奖什么时候考虑生二孩  考虑哈[doge]
正面,2024-12-08 09:22:00 北京时间,男,如果着急能解决问题 那么急性子就是救世主
负面,2024-12-10 13:34:02 北京时间,保密,"没人口就没市场，中国现在的生产力已经严重过剩了，如果人口再减少，西方封锁我们，对我们的经济是一场灾难！只有足够多的人口，才是发展经济的最大保障！,关于人口问题，我严重同意马斯克的观点：人类面临的最大问题之一就是地球上的人口太少了——把这句话的范围从地球缩小至中国，依然成立"
负面,2024-12-08 10:10:24 北京时间,保密,国家可不是一个具体的人，抽象的概念怎么会急呢？
负面,2024-12-08 18:43:44 北京时间,男,一个国家，尤其是一个大国，动不动就出一些激进的方案那基本就换个“名字”不远了，现在的人口的问题其实根源上是二战婴儿潮的后续发展，不过我们后面还接着内战还有其他的所以向后推了，其他参与二战的大国，除了美国向外“发展”，其他都避免不了这个影响，而且目前看起来美国也不过是一样推迟了而已，我们算是参考了先例以后减少了一点影响但同样避免不了；一个全世界都没有先例能处理好的问题，各位真有什么有用的建议就别评论了，写个论文估计诺奖随便拿了
负面,2024-12-08 13:34:41 北京时间,保密,人才，up蛮适合当纳粹的。
正面,2024-12-08 02:52:16 北京时间,保密,其实你想想，国家根本就不指向任何一个人。都是上班的，你上班的时候上有领导老板下有小厮你会在乎单位的存亡问题吗
正面,2024-12-08 09:39:22 北京时间,男,还是人太多了，剩一亿人才可以过上好日子
正面,2024-12-08 08:35:28 北京时间,保密,流量炒作和焦虑，计划生育实行的时候我们10亿人口，说明10亿的时候就感觉人口太多了，现在13亿，这几年人口死亡的减去出生的，也就200-300万的差额，按这速度，多少年才回到10亿？
正面,2024-12-08 07:34:16 北京时间,男,不急啊  生育率下跌的影响不是一下子就能看到的
中立,2024-12-09 04:24:59 北京时间,保密,又不影响他们吃饭睡觉，他们急个锤子急，你看古时候天灾什么的影响当官的吃喝玩乐了吗？你要搞清楚，底层人咋样并不影响士族的生活，无非就是底层人少一点，过段时间就恢复了！大家过好自己就行，开心就行，随遇而安，及时行乐，生不带来死不带去的，永远也不知道明天和意外哪个先来！
负面,2024-12-08 03:28:53 北京时间,男,有几个误会，up 太优秀了，可能无法体会一般大众的心情和现实：比如，许多年轻人选择躺平来对抗现实，有没有一种可能这压根没有选择，也根本不是对抗？京沪户口，c9 硕博，年轻帅气，家财万贯，如果不搞，可以归类于选择躺平，阶梯状的优势递降，也是有的选的，反过来呢，只是归类于不中用罢了，不是不想是不能，干不了就是干不了罢了，没那么复杂[喜极而泣]
正面,2024-12-08 16:47:27 北京时间,男,现实总是残酷的 事实就是人口还是太多了 可惜很多人听不得实话
负面,2024-12-09 03:55:25 北京时间,保密,它急，说明人对它只是工具。它不急，说明更是工具。
负面,2024-12-08 03:15:57 北京时间,保密,提高生育率最有效的方法还是战后婴儿潮
正面,2024-12-08 07:14:51 北京时间,男,说到底“国家”是一个个人组成的，大部分人只会考虑自己，不会有多少人“着急”的
中立,2024-12-08 11:35:29 北京时间,保密,撇开分配公平问题也配叫深度吗
正面,2024-12-08 09:42:06 北京时间,保密,不会
负面,2024-12-08 03:43:27 北京时间,保密,好像那些发达国家采取的策略都没效哎
负面,2024-12-08 08:33:33 北京时间,保密,谁说不出台的，二十一条不就是吗，有了它谁还敢离婚，离婚就等着爆金币[doge]
负面,2024-12-09 08:59:20 北京时间,男,因为人口早就达到峰值了，劳动力已经从量变为质的转变，越来越多人开始追求质呗，证明我们迈向的发达国家，人民对幸福生活的要求越来越高，这不是好事吗？[呲牙][呲牙]
负面,2024-12-09 05:43:04 北京时间,保密,[喜极而泣][喜极而泣]一帮七八十岁的着急你们二十岁的人，真是平凡且自信
正面,2024-12-08 11:02:27 北京时间,保密,随着无人化普及，人口马估计只有负担，人口减少说不定就是计划之内，我们这代死完，说不定直接进入发达国家
正面,2024-12-08 03:56:09 北京时间,保密,就算急，出啥政策能刺激生孩子呢，这么多国家生育率降低也没看见有啥高招
中立,2024-12-08 03:19:29 北京时间,保密,"up主这个说法 有点像一个人得了癌症 或者 病毒性感冒,通过一个饿死自己的方式 消灭癌细胞或者病毒一样,当然这个比喻不一定正确"
中立,2024-12-08 07:30:56 北京时间,保密,"分配问题能解决，那自然无所谓，都21世纪了，哪怕只有十分之一的人劳动，也足够让所有人吃饱穿暖过上幸福生活。,但反之，如果解决不了，那就是另一个问题了。"
中立,2024-12-08 01:12:38 北京时间,男,有个很有意思的数据，我国23年工资收入占比gdp的比例是18%
负面,2024-12-08 02:49:10 北京时间,保密,这有什么疑问吗，五年后都不知道升去哪儿了，管什么人口
负面,2024-12-08 08:32:19 北京时间,保密,这个视频完全没考虑人口结构，现在出生人口这么少，后面老龄化只会更加严重
负面,2024-12-09 03:46:46 北京时间,男,急？孕检都是要自费的，他们根本不急
负面,2024-12-09 05:12:43 北京时间,男,我的评价是天上一天地上一年，有时候可能是后知后觉吧，我们在人间他们在天上，很多东西感知不一样的，就怕神仙感知到了，人间已经毁灭了。
负面,2024-12-09 15:30:42 北京时间,男,个别国家隔四年、五年有纠错机会[笑哭]
负面,2024-12-08 16:07:15 北京时间,保密,计划生育初代砖家？[吃瓜]
负面,2024-12-08 16:45:07 北京时间,保密,[doge_金箍]人口是个缓慢影响的数，所以不急，这是搞笑的，等他真的出问题，同样因为慢，也得花十几年来救，到那时候还等得起吗
负面,2024-12-09 16:38:09 北京时间,男,人口下降不是最迫切的，最迫切的是一大批不结婚的没有工作的人，这些人到了无所顾虑的年纪后，需要多大的管理成本
负面,2024-12-10 03:47:11 北京时间,男,有什么好急的，他们子孙以后又不一定生活在这里，再说，人再少也影响不了他们生活
负面,2024-12-09 00:45:17 北京时间,保密,还远到不了让对方低声下气跪下来求你解腰带那个卑微地步，或者说从来就没有过，所以安啦早点睡啦[嘟嘟]
负面,2024-12-08 02:45:59 北京时间,保密,不是月2k考虑的[歪嘴]
负面,2024-12-08 17:19:25 北京时间,保密,全自动工业化，ai，这些都是干啥的，谁会急？[妙啊]
负面,2024-12-08 09:28:47 北京时间,男,"1：没考虑人口结构，20岁的年轻人的生产力与60,70岁的老人一样吗，人口下降导致的一定是老龄化，所谓的“老年生产力”根本无法与理想模型中的人均GDP相对应。,2：更重要的是，人口不仅仅是生产力，更是消费力。,3：我更认为是“惯性过大”导致的以房地产为中心的投资模式难以快速改变，各地以往的大量基建投资导致如今根本没有多余的钱去提高人口。"
正面,2024-12-08 06:33:29 北京时间,保密,人口降低不是很正常的一件事么，不降低难度还要一直增长？
负面,2024-12-08 01:53:29 北京时间,保密,红利和我们个人没啥关系，人少了至少考试压力会少。现在还是人太多，每年200万出生差不多
正面,2024-12-08 19:48:10 北京时间,保密,人口自适应调整
负面,2024-12-08 06:42:44 北京时间,保密,灭霸打个响指，所有人工资原地翻倍？事实是需求也减少了一半
负面,2024-12-08 02:27:04 北京时间,男,其实在生育和就业两个问题面前，他们更注重的是前者
正面,2024-12-08 12:32:13 北京时间,保密,中国总人口还是很多，国家算好还剩一半大概6-7亿的时候维持住就可以了。
负面,2024-12-12 02:06:33 北京时间,男,"以我国的人口体量继而带来的一系列问题，包括土地、能源、就业、教育、住房、养老以及在发展中带来的环境问题，发展到一定阶段必然出现的新的再分配的问题（分配问题贯穿始终，只是在不同阶段的要求和方式不同）综上所述，单纯依靠人口数量妄想抹平这些问题，纯粹是拿新的错误去掩盖旧的问题，只能让伤口撕裂的更大。,相信不用太久，后人就会感谢上世纪八零年代所执行的计划生育政策（各位能够想象当初如果没有这个政策，今天我们的人口体量以及所要面对的问题吗？）但必须承认，当年的计划生育政策的确是缺乏科学管理的一刀切式的粗放决策，同样带来很多问题，但放到整个发展历程中来看，总体上是利大于弊的。（个人浅见，随便喷）"
正面,2024-12-11 01:23:55 北京时间,保密,关键没这么多人买了，你建厂卖东西给谁？这才是有关部门关心的，那么多商品得有人消化，不然你猜扩大内需刺激消费以及1带1路是为啥…
负面,2024-12-08 10:29:46 北京时间,男,人数不是主要的，人口结构才是，100亿里面99亿老头有用吗？现在看起来没什么，50年后，1个年轻人养10个老头，哪来的养老金[大笑]
正面,2024-12-09 02:18:13 北京时间,保密,养不起女人和孩子，你们呢？
中立,2024-12-10 04:53:52 北京时间,男,纯纯沙缺逻辑，人口目前是咱们最大的优势，没了就没有这个经济体量。
正面,2024-12-08 07:52:41 北京时间,男,倒果为因，踩了
负面,2024-12-24 00:27:13 北京时间,保密,感觉他似乎尝试着在用一种强行的逻辑为人口减少作辩解？似乎人口减少就能提高工资一样，但生产力与人口数量直接相关，旧的生产关系才是阻碍发展的最大推动力，顺便说一下生产关系的三要素是指生产资料所有形式，人们在生产中的地位和相互关系，产品分配形式
负面,2024-12-09 05:53:12 北京时间,保密,"在发钱催生和放任不管之间,选择了把春晚吉祥物取名“嗣生生”[星星眼],,原名巳升升，我是不想过度解读的，但是后面紧跟着“生生不息”，而且巳本义为胎儿"
负面,2024-12-12 04:39:06 北京时间,保密,确实不用急，在中国，想提高生育率太简单了，三胎奖励一个编制，立马解决，所以目前根本不用急[笑哭]
正面,2024-12-08 02:20:55 北京时间,保密,我不想要补贴，能换成假期吗，想休就休
负面,2024-12-08 13:43:17 北京时间,保密,去你妈的[doge]我身边朋友同学都结婚二胎了
中立,2024-12-09 04:46:19 北京时间,保密,"终于见到个视频跟我差不多的观点了。虽然推导过程有出入，但我一直觉得上面并没有很急切的想要解决出生人口数量少的问题，只是断崖式下跌也很麻烦而已。,偶尔看到一些人以为上面很着急就幸灾乐祸，就觉得挺搞笑的……参考老一辈人对孩子那渴望，计生办那些事情，几十年也就这么过来了。如果人口问题真的火烧眉毛，提振也是很简单的事情……"
负面,2024-12-10 01:41:02 北京时间,保密,财富聚集了没有流向市场，市场财富越少购买力越小流动越小，财富越聚集。重点就是把高度聚集的财富流向市场。
中立,2024-12-08 03:20:26 北京时间,男,人不少，人不急  说多少遍，一天天的贩卖焦虑
负面,2024-12-10 02:56:15 北京时间,保密,这个观点不是很认可，人口结构更重要
中立,2024-12-15 05:10:15 北京时间,男,等跌破1.0很多社会共识都会快速被重塑。
中立,2024-12-08 07:53:10 北京时间,保密,up主就是一厢情愿，运转整个全产业链就需要大约10亿人口，人口少了就无法运转起全产业链。任何一个缺失的空白都会成为其他国家掐我们脖子的痛点。在成为地球霸主之前，中国必须保证自己能够独立运转整个产业链
正面,2024-12-08 04:38:37 北京时间,男,解除35歲失業擔心，很多人都願意生
中立,2024-12-08 01:30:44 北京时间,女,单身人士更爱花钱，结婚以及子女是有点抠搜的，补贴单身人士其实更合算
负面,2024-12-08 09:00:13 北京时间,保密,国家是谁？是不同部门组成的。
正面,2024-12-08 02:27:03 北京时间,保密,着急也没有历史不会突然随个人改变，都是一代代迭代更替到下一代只为找到合适的活法。
正面,2024-12-08 06:59:00 北京时间,男,这么说吧 出生率派第一还是第二的我们贵州 我97的 身边同龄的人没有愿意生二胎的 有些甚至不结婚 贵州都这样 中东部地区不知道出生率恶劣成啥样
负面,2024-12-08 10:39:01 北京时间,保密,博主少算了一个，人口结构的问题，人口老龄化才是大问题。
负面,2024-12-09 04:09:28 北京时间,保密,“国家”到底是个什么主体？标题都不对，还“深度”呢
中立,2024-12-08 09:26:13 北京时间,男,短时间内是改变不了的，我们至少会经历30年以上类似于日本和韩国加起来的那种模式
正面,2024-12-08 14:03:30 北京时间,保密,人口数量是小事，人口结构呢，到时候一个劳动力供养3个老人孩子，整个国家的税收和养老金压力会非常大，更别提经济活力了
负面,2024-12-08 03:28:28 北京时间,保密,我怎么感觉就算高端制造了，还是逃不过的卷
中立,2024-12-11 11:31:40 北京时间,保密,重要的事人口结构，就这水平还做视频
正面,2024-12-08 05:06:56 北京时间,男,逛了一圈评论，发现大家对人口问题有很多错误认知，其中最蠢的一点是觉得人口少了就能过得更好
中立,2024-12-09 04:31:04 北京时间,保密,一千多万大学生的就业还没着落呢，人口问题早着呢，现在依然还是人太多太多太多
正面,2024-12-09 02:24:46 北京时间,保密,其实孩子短期内对自己的经济负担并不大，被买房套牢了才是最大的问题
正面,2024-12-09 05:58:27 北京时间,保密,美国那么优秀的资源地区  人口才三四亿  中国直接给你干到14亿  多少有点离谱了
负面,2024-12-09 02:23:06 北京时间,保密,人口少不少和我们有没关系，只要天天开心就行[doge]
负面,2024-12-08 14:32:09 北京时间,保密,自己活着都艰难，为什么还要让下一代过这样的生活。
负面,2024-12-08 10:12:44 北京时间,保密,说实在的，它急不急其实我也不关心，因为并不会因为它不急而繁荣，也不会因为它急而好过。
负面,2024-12-09 11:05:00 北京时间,保密,等什么时候《这句你不干，有的是人干》这句话消失了，再跟我谈这些吧
正面,2025-01-02 01:04:50 北京时间,保密,放开生育，太迟了，早个十年会好一点。现在我小孩一代，已经过于娇贵的抚养。生育孩子对他们一代来说，是无比艰巨的可怕的事情，会更加艰难。
正面,2024-12-08 01:03:34 北京时间,女,当然，目的是为了减少人口，分蛋糕的人少了，就能继续维持每个人分的蛋糕增加
负面,2024-12-09 13:47:03 北京时间,保密,脑洞大开幻想一下，当科技发展达到一定高度，人类社会的运转和发展，可能只需要很少的精英即可，不再需要低端的劳动者了。甚至商业都可能因为资源的无限循环和产能的无限提高，而趋于消亡。在那个人类精英和人工智能主导下的社会，任何精英群体以外的人口，因为既不能为社会做出贡献，又需要社会的供养，因此将成为社会的负面资产，社会也不可能会在意什么生育数量。[藏狐]
中立,2024-12-09 07:16:07 北京时间,男,它急不急我不在乎，反正我不急就行了😊
正面,2024-12-08 23:36:02 北京时间,保密,现在的是人口下降以后的养老金咋办
负面,2024-12-08 23:08:33 北京时间,男,现在都找不到工作，你和我说劳动力短缺？
中立,2024-12-08 07:34:28 北京时间,保密,需要的是消费人口，而不是人口
负面,2024-12-09 13:43:58 北京时间,保密,假如你是种地的，玉米减产怎么办？当然是换个产量高的品种或者是改种别的粮食啦，你难道以为农场主会出台政策帮助玉米增收吗[笑哭]
中立,2024-12-12 05:13:30 北京时间,保密,最水的一集。
中立,2024-12-08 04:42:57 北京时间,男,我觉得还是没说 根本问题 就是人口结构。和日本也是这个问题。不是人口太多 而是老龄化是现在所有全球主要经济面临的最大问题（美国是移民国家除外）
负面,2024-12-09 02:01:42 北京时间,男,越听越不对劲，视频后半体系跑偏了。1。陷入发达发展中国家的应试指标，极端点干掉中国一半人口gdp立即翻翻，可是有意义吗？2，在美国1万美元和在中国1万美元，假定完全市场化下，可能购买力相同，但现在不是啊，中国的1万美元购买率明显更高尤其在乡镇。3，国家的发展目标仅为了成为发达国家吗？领土完整，主权完整，人民安全，这些都不用考虑成本吗？我们可以利用发展中国家这个帽子继续战忽，但别真的被框进去。
中立,2024-12-09 03:39:39 北京时间,男,还以为up有何高见不过尔尔，单纯想要国家增加支出发钱，然后举例更是离谱说了西方国家怎么怎么好，但没提西方国家人口增长问题，你看看他们发钱真的人口增长了吗？看看日本，看看韩国，怎么只提发钱没提他们人口增长问题？而且发钱不过是拆东墙补西墙，up水平太低了人云亦云
中立,2024-12-08 09:52:32 北京时间,保密,辛苦打出一段话结果直接被吞了，服了。
正面,2024-12-08 17:15:23 北京时间,男,人口结构不谈？养老金够发吗，这么多房子谁来接盘，硬着陆吗
中立,2024-12-08 08:42:06 北京时间,保密,人口问题属于重要但不紧急事项，弊病十几年后才会显现，地方主官早就调任了，眼后哪有眼前重要，而且目前劳动力都是往大城市流动，但是大城市可以吸小城市和农村，他们不用自己生就有劳动力补充，小城市和农村用资源养出来劳动力最后跑大城市做贡献了，等于为他人做嫁衣，赔本儿生意也不积极
正面,2024-12-08 09:52:55 北京时间,保密,很多时候都是解决紧急的事情，重要到不着急的事情，很难整合各方意见出台政策
负面,2024-12-08 02:30:02 北京时间,保密,真不着急，人还是很多。
负面,2024-12-09 13:10:36 北京时间,保密,可能，我说可能哈，低出生率会不会带来教育资源集中，人口素质提高？
中立,2024-12-08 01:17:33 北京时间,保密,所以老人怎么办，日本熬死了一代人，欧洲战死了一代人，美国移民了一代人，我们选哪一个？
负面,2024-12-09 23:44:59 北京时间,男,着急啥？着急早开边去了。历史证明人口数量剧增往往发生在大战之后。所以想要人口暴增最直接的办法是想法把红旗插到北美[滑稽]
负面,2024-12-08 02:17:19 北京时间,保密,我记得02年左右在关天有个叫中山水寒的就一直嘟囔着人口问题，到了09年我最后一次去论坛仍然见着他在发帖人口问题的紧迫性。
中立,2024-12-08 02:49:13 北京时间,男,对结婚有一孩的夫妻补贴。这个群体限制在20岁到40岁。每个月5000。卡死这个标准。起码会好过很多
中立,2024-12-20 13:32:25 北京时间,保密,"计算现在生育率直接掉到0,花25年都不可能到6亿，剩下的人口也没有多少劳动力人口，脑子有坑。"
负面,2024-12-09 10:10:23 北京时间,保密,骤降是好事情啊，总比战争伤亡人口骤降好的多
负面,2024-12-08 01:10:45 北京时间,保密,[吃瓜]996还生孩子？
中立,2024-12-09 03:33:15 北京时间,保密,因为95后00后的家长是有一定积蓄的70后，允许小孩毕业后躺平几年，所以现在工作日也是满大街逛吃打卡的年轻人
负面,2024-12-08 16:37:30 北京时间,保密,我TM三线城市广州 三天婚假，3天啊！有意义吗？
负面,2024-12-09 03:55:06 北京时间,保密,听不懂UP说的可以理解，知道关键一点即可，那就是自动化会逐步代替人工，农业工业规模化集群化也是定局，农村人口持续减少，纺锤型社会结构会逐渐成型。这是大趋势，而人口过多不利于这一进程，缓慢稳步降低也是一种趋势，能承受的人口阈值应该是8E，极端点6E都可以[思考]
负面,2024-12-09 09:30:24 北京时间,男,"网上到处都是生活不易的劳苦大众。不是他们不努力，也不是他们没文化。反正他们就是大学毕业累死累活，赚到的钱却只能勉强糊口。,现在需要钱，但是并没有想办法提高每个人创造的价值，而是简单的鼓励生育堆数量。"
中立,2024-12-08 14:52:01 北京时间,保密,"作为普通人来说，我有两个不关心,我不关心家族以外人口有没有减少，我不关心暂住地人口有没有减少，"
正面,2024-12-08 02:06:48 北京时间,保密,如果制造业靠机器人，为什么他要你中国机器人呢
负面,2024-12-08 01:17:26 北京时间,保密,为啥有种刻舟求剑的感觉[笑哭]
正面,2024-12-08 01:07:13 北京时间,保密,发钱？你搞笑。什么都不懂。
中立,2024-12-08 04:13:34 北京时间,保密,老龄化已经开始着手解决了，延迟退休就是答案
负面,2024-12-08 02:26:07 北京时间,保密,一生二[doge]二生万物中国人口基数那么大只要想生一瞬间就能生产几亿的人口
中立,2024-12-11 01:09:09 北京时间,保密,你的这个GDP算法是不对的，以静态思维在考虑动态的世界。幼稚到我要反思我是为啥关注你的。。。
负面,2024-12-08 16:47:11 北京时间,保密,不一定要高端才能过上好生活，要不卷不低价倾销做高品质不把市场做烂才是王道
正面,2024-12-25 01:16:00 北京时间,保密,很有启发，我们国家是务实的，稳定至上，在行稳的前提下才能考虑致远，未来几十年少不了动荡和挑战，年轻人口无疑是最大的不稳定因素，老年人口就像惰性气体，天然具备稳定性。
中立,2024-12-08 15:58:16 北京时间,男,人口多少并不是最主要问题，最主要问题是生产力发达程度和社会财富分配模式。美国2%的劳动力从事农业生产，就能养活整个美国人还能大量出口，老龄化本身不是问题，一个年轻人工作能创造大量价值就有办法照顾足够多的老年人，问题是人口老龄化了，但是社会生产力达不到，至于分配不说了，说了就没了
中立,2024-12-10 03:41:00 北京时间,保密,伟大复兴什么时候是通过人口减少来实现的，看到这句话我感受的是一种愤怒，阿美莉卡从二战的一亿到现在的三亿世界一超，苏联从2.8亿到现在俄罗斯的1亿国家破碎被人围堵，一个伟大的国家必然是欣欣向荣的而人口的规模亦是如此
中立,2024-12-08 10:10:13 北京时间,保密,太业余了，不考虑人口结构？
正面,2024-12-08 01:23:36 北京时间,保密,不会 钱搞够了就出国呗 烂摊子又不用他们收拾
负面,2024-12-08 10:49:29 北京时间,男,接下来10年，每年大学应届毕业生都超过1000万，急个屁[吃瓜]
正面,2024-12-09 08:15:09 北京时间,保密,出生人口下降有利于毕业生找到工作吗？大量的托育、幼师、才艺培训岗位流失，这位up主，你是怎么逻辑自洽写出这样的文案的？
中立,2024-12-09 02:02:41 北京时间,保密,人口就不是个问题，等真缺劳动力了，开移民就行，东南亚非洲估计想来的人不少
正面,2024-12-08 06:48:54 北京时间,男,我感觉可能科技已经足够替代劳动力了，所以不担心人口减少，加上条件优渥的人群也不少，他们也需要孩子继承家业享受天伦之乐！人口恐怕还是多的负担压力大
负面,2024-12-08 05:01:44 北京时间,男,月薪三千，就爱看这个[doge_金箍]
负面,2024-12-08 22:52:35 北京时间,保密,我是外行，但我听懂了。中国人口减少一半，我们马上就成发达国家了。
中立,2024-12-08 02:24:18 北京时间,保密,我的理解是还有别的改革没跟上，比如税收征收方式，目前大头在增值税这里，或者说生产端征税，放水给生产端能较快回收进财政，但如果发钱给消费端，税收的就非常慢长，而且还有过去几十年的路径依赖，没那么快改变思路并制定好全国性政策。通过绝育达成发达国家的目标不可取，在这之前会丧失掉全产业链和快速响应市场的能力
中立,2024-12-12 06:53:52 北京时间,保密,up只考虑了总人口，就不考虑老龄化的问题吗，以为人口少一半就能是发达国家了？逻辑简直逆天，按照现在情况未来人口少一半以美元计价gdp也得少一半。
中立,2024-12-08 02:01:26 北京时间,保密,生的多的不是有能力的家庭，偏远地区一家四五个孩子
负面,2024-12-08 18:03:57 北京时间,保密,存栏量始终上不去，甚至还在稳步递减。你要是农场主能不急吗[doge]
负面,2024-12-08 11:01:26 北京时间,男,看你这个标题的人，可不是想听你说出这个结论[doge]
正面,2024-12-08 06:00:33 北京时间,男,感觉未来中国五六亿人口是最合适的。
中立,2024-12-09 00:44:18 北京时间,保密,彩礼不取消就没办法改变，现在大环境缺少自由恋爱的条件，更别提生育率了
中立,2024-12-08 07:12:55 北京时间,女,国家内外压力都很大，要做的事还多了去了。人口问题现在不是最紧急的时候，人才问题和势力整顿才是刚需。
负面,2025-01-01 17:05:51 北京时间,男,A股都会有低谷期，凭什么觉得人口增长率没有低谷期？
正面,2024-12-09 08:02:10 北京时间,保密,14亿有史以来最高，你猜他们急不急？
正面,2024-12-08 03:15:54 北京时间,保密,这种思路是对的，我爷爷奶奶外公外婆都是国企工人因为我爸妈是独生子女的，所以4个老人帮忙下成功实现小康，到了我这辈独生子，哪怕我不上班帮家里看看店也能很舒服的过一辈子了，，毕竟人少了人均就增加，如果我国就2亿人，哪怕总GDP跌一半也是妥妥的发达国家，所以我最多生一个完成6个长辈任务就行，只要人够少人均就足够高
